day,segment,co_reference_ppm,co_reference_min_ppm,co_reference_max_ppm,humidity_pct,temperature_c,log_r1_blind,log_r2_blind,log_r3_blind,log_r4_blind,log_r5_blind,log_r6_blind,log_r7_blind,log_r8_blind,log_r9_blind,log_r10_blind,log_r11_blind,log_r12_blind,log_r13_blind,log_r14_blind,log_r1_high,log_r1_low,log_r2_high,log_r2_low,log_r3_high,log_r3_low,log_r4_high,log_r4_low,log_r5_high,log_r5_low,log_r6_high,log_r6_low,log_r7_high,log_r7_low,log_r8_high,log_r8_low,log_r9_high,log_r9_low,log_r10_high,log_r10_low,log_r11_high,log_r11_low,log_r12_high,log_r12_low,log_r13_high,log_r13_low,log_r14_high,log_r14_low,co_level_offline_ppm,position_split,day_split,split
20161003_085624,10,4.44,4.44,6.67,25.86,26.54,0.2622873384318364,0.10678949418151777,1.2492138205715229,3.2350798280138524,3.6356184355526833,3.192486673970211,3.56111710280933,3.7463910000398544,3.6273125134545254,3.7678177059467526,3.8388822576697543,3.752919413490244,3.6474322641997627,3.901697884349895,-2.4236234213711016,1.3074675187431253,-1.9275791923705898,0.9986420881276556,-2.0890879187316416,2.418784653392732,-2.2330590303454354,3.4580501932549383,-2.0931348688118385,3.802487118359839,-2.0425311876597387,3.637783017038443,-2.0272286702329017,3.7837925303751803,-2.246204759557938,3.846752483109736,-2.320749063621717,3.743736889398651,-2.1136189934814222,3.8437023337727574,-2.2100059117009523,3.882756900346608,-2.1874722858935414,3.793178656778316,-2.247150386105945,3.717840990649183,-2.218243944560295,3.961253072825963,4.44,train,train,train
20161003_085624,11,6.67,0.0,6.67,53.34,26.74,0.4724965740521898,0.25001488079597123,1.46366895610491,3.0874815754967373,3.633213206025979,3.2608833434714213,3.5862679342801367,3.574730432423031,3.416158241135521,3.579839957073363,3.674745032146999,3.591018618362288,3.442924566374127,3.702116457145932,-2.4236234213711016,1.5947099870294879,-1.9268921432195514,1.2533913424556633,-2.0826466726287842,2.6643629946686804,-2.2321266293454842,3.260363197975019,-2.091514122914105,3.8081547091902554,-2.0425311876597387,3.6862434829926554,-2.029509172931627,3.8173650129034553,-2.265289308250349,3.6646200601708143,-2.3248307019413654,3.5438825833801357,-2.121931593300788,3.662576545692884,-2.218243944560295,3.7121344484603673,-2.2009314392675456,3.6455021141443678,-2.2614431496628704,3.5200553948786246,-2.226550406718048,3.7712931948196036,6.67,test,train,excluded_cross_cell
20161003_085624,12,0.0,0.0,15.56,51.83,26.86,0.4133009938759393,0.13775993970448558,1.2672010924830346,3.0719569325161946,3.6444964391799295,3.289382749597864,3.564888124318634,3.970961500649393,3.869487042903555,4.036628934343711,4.072141556320905,3.912634818232518,3.8514850048599825,4.171865631698266,-2.4281483159693913,1.4335290044098752,-1.9186841628017217,0.9507304437601565,-2.083449563077375,2.4157075598800284,-2.219163484854973,3.2405420847151403,-2.0882804903470404,3.771850178651552,-2.028748427364318,3.6615108266875764,-2.0241960674538575,3.765794197882062,-2.1794828958600623,4.039136597959281,-2.2956094792576205,3.953855689030079,-2.0955709236097197,4.090105590462801,-2.1830258579364066,4.114555602838231,-2.1430205233227073,3.947741438907357,-2.201835189893903,3.898910048719139,-2.198225077669803,4.209429145513741,0.0,validation,train,excluded_cross_cell
20161003_085624,13,15.56,8.89,15.56,47.74,26.94,-0.0601747230360701,-0.15595230177388647,0.516051942737572,2.5362095274629644,2.6519453497174372,2.172966037189439,2.6245236541239167,2.9992859517532886,2.7534186448417253,2.8226994426622936,3.0916967846914147,2.944491609360395,2.749320095300427,2.982322766644057,-2.4236234213711016,0.9400463202285515,-1.9547493470921735,0.6629456718268238,-2.102507575699411,1.7047662738913198,-2.2624037647518174,3.0631852934110553,-2.115275994689052,3.4093044305560523,-2.0814436246714783,3.144165209623142,-2.052604887726276,3.4322049720907817,-2.3096097079310103,3.0788548489467495,-2.3371765377636646,2.876588312258266,-2.1362239142633057,2.941993887100509,-2.228405694819794,3.1463137341469047,-2.22747762050724,3.031577102509377,-2.2926347621408776,2.8506602576599365,-2.238671767250393,3.074058123655254,15.56,train,train,train
20161003_085624,14,8.89,8.89,15.56,38.31,26.94,0.2506030642103601,0.1152019296886836,1.1286564100164864,3.0998354991538175,3.413208294328291,3.0028320106692137,3.371905877026756,3.4679178955212184,3.2394742138933874,3.3910864379114263,3.5291595448780324,3.4319528785821474,3.2778011212958176,3.5103088536791347,-2.4219320093253076,1.3269688950350758,-1.9348223912298923,1.024570980958931,-2.091921113733206,2.3724096185608543,-2.243844709116135,3.3701297416972587,-2.099644582191969,3.757313502821853,-2.0549440700794483,3.565626485614522,-2.0386838441575073,3.7413793952104464,-2.282782465697866,3.5657424238732873,-2.333044300478754,3.3680334888837216,-2.1261139498782664,3.4833701268864727,-2.2219271899765913,3.5661636473215896,-2.2118307297255817,3.4842263951133896,-2.2759431620476245,3.367847401980601,-2.231195096907373,3.588509243921317,8.89,train,train,train
20161003_085624,15,15.56,13.33,15.56,49.281,26.98,0.14306084284065193,0.03623549258209536,0.8509198644324872,2.772088597198099,2.9229518813144173,2.536502398431651,2.9281651708897307,3.0563898360043478,2.7635290571260986,2.850082029104778,3.1161828592441476,2.9563987540383114,2.775465829394807,3.0020572287861773,-2.4213686289840126,1.2374752763799373,-1.949466526945296,1.0008892001394947,-2.099645581777141,2.1756717526710982,-2.2580899674642927,3.17710337881195,-2.111551680904243,3.592321746470249,-2.076246968745206,3.3810763036659335,-2.0471679811295402,3.5862679342801367,-2.3096097079310103,3.146434155967484,-2.3408064407442666,2.8997113412249216,-2.1353771740101393,2.972509704919341,-2.2302644314144198,3.1550026823171926,-2.2307297641608965,3.0343277913133537,-2.2926347621408776,2.8833359534594267,-2.2405497020745933,3.0955278335292964,15.56,train,train,train
20161003_085624,16,13.33,13.33,15.56,32.96,26.94,0.3702523523524198,0.31852645574676197,1.252477213385551,3.1507254555194897,3.3438330642725846,2.982272090369158,3.3310824523322555,3.1895582335329666,2.9355363098505385,3.0265378710387556,3.243166405435015,3.11819766319458,2.9760600377564703,3.1741922172415604,-2.422495389666603,1.5172981916139814,-1.9414202437824613,1.394212926364186,-2.091514122914105,2.613588873087924,-2.24431618487007,3.4580501932549383,-2.1004609089039112,3.7773526787501104,-2.060423535844074,3.623783444275079,-2.036382052219389,3.78611958853899,-2.3015855926609623,3.2745413471220615,-2.3382122706371966,3.0699921416221656,-2.1311559773665145,3.143285523838452,-2.2256240518579173,3.2805464876282886,-2.2256240518579173,3.1856126900507578,-2.284745174865715,3.0719893632707453,-2.2358614609511376,3.2624485925405318,13.33,train,train,train
20161003_085624,17,15.56,8.89,15.56,58.91,27.02,0.2670244206131751,0.09421747841284374,0.949426889497927,2.7147637812017735,3.02554832425771,2.6463166312968487,3.0284217342317343,3.110791603288778,2.830745099206207,2.9466680718397007,3.1765122048600354,3.0329524469113656,2.863696904185573,3.087185023031011,-2.4179959445053734,1.3756630484512298,-1.9449106487222299,1.0450708550731909,-2.097198263269095,2.247970499720823,-2.2566561611056457,3.0335674118570126,-2.107841016201534,3.604736686001508,-2.071473372030659,3.429710329745485,-2.0463936876336355,3.6335913489792735,-2.3065931143915845,3.195865097116256,-2.3382122706371966,2.967132161622003,-2.133686556532232,3.0675690971726737,-2.228405694819794,3.2189478222763253,-2.229334631254453,3.1044162603582883,-2.2896688677274994,2.9594779562947124,-2.238671767250393,3.1741922172415604,15.56,train,train,train
20161003_085624,18,8.89,8.89,11.11,32.42,26.94,0.38644780092928543,0.22677627461755467,1.391306708332272,3.2022771192078516,3.5444471825999537,3.115035367647491,3.49258472568236,3.4697744440422316,3.2820459101243378,3.4236077170413313,3.549723702967743,3.4656015187705975,3.340463170507695,3.5509440925239315,-2.422495389666603,1.4942963849211688,-1.9337839692574728,1.1912522399165557,-2.0882804903470404,2.5481161631858846,-2.241489993634235,3.4580501932549383,-2.0996442489973552,3.8129007689596826,-2.0549440700794483,3.6424768125428195,-2.0348506583519606,3.8173650129034553,-2.280823601212533,3.5616822438469358,-2.332013903684858,3.4086627794400886,-2.1227666664182094,3.522506046828262,-2.221005106001623,3.5782830327719095,-2.210917904468222,3.515290655549181,-2.272055887959223,3.4248162472607895,-2.228405694819794,3.623417840390802,8.89,validation,train,excluded_cross_cell
20161003_085624,19,11.11,0.0,11.11,48.77,26.98,0.49865182283428194,0.3040966137198755,1.3702666000426933,3.078030896275109,3.442268945037513,3.0694566006968045,3.4436053179117327,3.3554465939051474,3.1019419285909096,3.240140128492907,3.4050565919878757,3.3017489845688424,3.15414101780114,3.3617321052723903,-2.4208058827231453,1.6466566229167088,-1.9365540541312884,1.3316797678466676,-2.0858650267122076,2.646281174704578,-2.2424316134982174,3.3121074824046,-2.098421256133225,3.7921735862711734,-2.0580715159436433,3.638199129716627,-2.034468834103045,3.791731576381899,-2.2916451529557116,3.4517257168763607,-2.3351082846996056,3.233117922997852,-2.127791802620883,3.342858271074044,-2.2246985543369746,3.441260688451645,-2.219163484854973,3.358359467652055,-2.279845606024556,3.2435684374585723,-2.2335256659369347,3.444272835235277,11.11,train,train,train
20161003_085624,20,0.0,0.0,15.56,52.388,27.02,0.5285049948947891,0.23035326618189594,1.438471588368876,3.110625231943417,3.690041278934025,3.4051182117417023,3.627159390044632,3.9872881608389195,3.8864631168626653,4.0497411214820485,4.08567374577447,3.9305719059607944,3.8736521710255873,4.1787194110683785,-2.425883309338539,1.627238537059607,-1.915963072687361,1.1672984464565566,-2.0826466726287842,2.5481161631858846,-2.215490386143112,3.2564336176739976,-2.081844426296146,3.7921735862711734,-2.0241960674538575,3.7106580690365183,-2.0219276354792295,3.8020987584390578,-2.1803674602697964,4.067718206154391,-2.298593071724508,3.972280501038472,-2.0947582457917293,4.1115310252448465,-2.184802057337662,4.128660639081456,-2.1447270083784655,3.9662990469992083,-2.2027397580243298,3.9247891700778195,-2.2009314392675456,4.217965339871436,0.0,train,train,train
20161003_085624,21,15.56,15.56,17.78,42.02,27.02,0.051643233151838386,-0.038532949716783664,0.7094633450448815,2.6940729731713504,2.789624043682515,2.3794905770313513,2.799912017888672,3.0205956032786805,2.7575258445627355,2.812079831525041,3.0863816084761213,2.944491609360395,2.773263494529745,2.9796587843710216,-2.420243136462278,1.107935183454138,-1.9505207616129967,0.8294607190388311,-2.098828255480026,1.9973985257991553,-2.2614431496628704,3.1853282145082376,-2.114447150878651,3.4986386224754344,-2.080241861850605,3.2529563850554064,-2.050271164380056,3.5165102436474722,-2.3096097079310103,3.1004787368923754,-2.3371765377636646,2.8857778888859373,-2.133686556532232,2.9360743511748604,-2.22747762050724,3.129637971117679,-2.229334631254453,3.0343277913133537,-2.2896688677274994,2.8768867987089157,-2.2377341206744292,3.079383846049602,15.56,validation,train,excluded_cross_cell
20161003_085624,22,17.78,11.11,17.78,47.75,27.02,0.03647637042259973,-0.03770424488398083,0.6534702537950916,2.588680339089601,2.6262630658582307,2.2891743800684115,2.6929125569440093,2.89503777011792,2.59910144378391,2.6310462936079695,2.9332130456042775,2.7665580743824303,2.592579489961695,2.8040449949896735,-2.4213686289840126,1.1026043099376472,-1.9547490977225177,0.8470263949723733,-2.1004609089039112,1.8736926964351734,-2.265289308250349,3.093643612862316,-2.114447150878651,3.4276380589926356,-2.083449563077375,3.182983327056673,-2.050271164380056,3.4322049720907817,-2.3166840173735475,2.986413992914997,-2.3413259213104762,2.7268981244475543,-2.1353771740101393,2.767306043430014,-2.2302644314144198,2.98033940894651,-2.233992301528434,2.870446789783319,-2.296603021316498,2.7143238141078054,-2.2405497020745933,2.915893295126242,17.78,train,train,train
20161003_085624,23,11.11,0.0,11.11,67.76,27.1,-0.06549898223269568,-0.18922533311074907,0.4649910874221913,2.339061659804063,2.7265251500377814,2.2621588534857775,2.6939309925413264,3.244056123398499,2.984883639347152,3.1519750491362757,3.3294757906039463,3.2031406741620647,2.9906644538207416,3.2716845703794153,-2.4275817436708067,0.8611584992361059,-1.95263269481614,0.49341493350619675,-2.1020965670772442,1.5520841854041254,-2.265289308250349,2.685518252595124,-2.1169357461074165,3.3880918784836753,-2.08104282304681,3.129226790498614,-2.0572887370387027,3.385863753496951,-2.298593567748627,3.3375864301987916,-2.3351082846996056,3.0988798424503163,-2.131998792418512,3.2649155433607033,-2.228405694819794,3.3700403362434663,-2.223312018772474,3.269956696695677,-2.284745174865715,3.08793307880517,-2.2358614609511376,3.3548183084753616,11.11,train,train,train
20161003_085624,24,0.0,0.0,11.11,54.92,27.18,-0.04301189059329105,-0.18080271082468483,0.5611574560969932,2.6770272608668875,3.193603144070792,2.642551218869514,3.0789284653043376,3.882480903047158,3.802248317185231,4.003983946424926,4.026707913506289,3.8736251536315796,3.7571734147529248,4.148897455008554,-2.4315554742910055,0.7819505718648332,-1.9310215365615626,0.3732268842057138,-2.1004609089039112,1.5749358119442496,-2.2433732333621994,2.9847370469873846,-2.114447150878651,3.5422445071197712,-2.0487183690369957,3.320246966453863,-2.0463936876336355,3.5183126588386333,-2.18658141723774,3.9578487801335624,-2.2995895840142473,3.869487042903555,-2.0980129272652714,4.069115639176316,-2.18658141723774,4.066047963066987,-2.149006005065745,3.9189310895756617,-2.2081844175725616,3.8133092399920705,-2.201835189893903,4.193959101329732,0.0,train,train,train
20161003_085624,25,11.11,11.11,13.33,58.46,27.34,-0.3275323170517417,-0.3496993302023072,0.16398785010544983,2.202267396479179,2.4110537732997406,1.8967499164189923,2.3703839185584807,3.281365999575873,3.0579086319806668,3.2252156854143803,3.3801099293316708,3.269956696695677,3.0487373520028678,3.3548183084753616,-2.4281483159693913,0.44374530048435956,-1.9589953886039688,0.1554579436838518,-2.1185982568810298,1.1125558567174996,-2.2749699259610723,2.752579750161039,-2.1303138720535926,3.2245985580022456,-2.0850572804654717,2.852698050413809,-2.0635681925235456,3.2095531956989958,-2.2956094792576205,3.3668474536187434,-2.332013903684858,3.173150917149684,-2.133686556532232,3.327962246460033,-2.22747762050724,3.429940317194367,-2.219163484854973,3.3411819492521686,-2.2818025538115174,3.1471813412037344,-2.234926444520231,3.4368090258513297,11.11,validation,train,excluded_cross_cell
20161003_085624,26,13.33,13.33,15.56,27.56,27.26,-0.25915940551857963,-0.2618843796306404,0.38702954595247935,2.490275544776879,2.5822072715901134,2.1040609808613917,2.5780022580257542,3.1371406858403232,2.906955703163145,3.0142497616869846,3.2309901492312134,3.099051206599552,2.9287320582654632,3.1657492721416225,-2.4230594055188526,0.6084603723927514,-1.9547490977225177,0.36748629015038237,-2.104554242494911,1.539852007995006,-2.269150316907808,3.106069882907084,-2.119847043048145,3.402186891935348,-2.084655189571265,3.0614638327385704,-2.05572501506252,3.392913162074458,-2.303586094329382,3.2309150615465465,-2.3371765377636646,3.031268322045007,-2.133686556532232,3.1377004759987295,-2.22747762050724,3.277669123777179,-2.226087229287983,3.171478090817839,-2.289175527776277,3.033350742260446,-2.2358614609511376,3.252720574930701,13.33,train,train,train
20161003_085624,27,15.56,15.56,17.78,43.63,27.34,-0.0021022080918701985,-0.01877515532633398,0.7977323957500199,2.7513459334086305,2.934218506565118,2.4796176878543896,2.909858431144687,3.012800774373656,2.721091459683717,2.8079317345117776,3.0786983961905614,2.9058349179495297,2.7241138208698104,2.9603123283227304,-2.4219320093253076,1.0320094160001614,-1.9522804580985083,0.84070474491756,-2.1004609089039112,2.0723413951895293,-2.26048391697541,3.204139780735306,-2.1107259168850065,3.5754895669341367,-2.076246968745206,3.3061025120102694,-2.04910641717444,3.56111710280933,-2.3136460403534707,3.104963289153714,-2.34236596300589,2.8584337943602245,-2.137918471438812,2.934808544509449,-2.231195096907373,3.1241386808475053,-2.2330590303454354,2.9871757708708704,-2.2956099723306833,2.84400199552295,-2.241489993634235,3.058228084779535,15.56,train,train,train
20161003_085624,28,17.78,2.22,17.78,67.33,27.42,-0.2519289027459631,-0.30408249381956176,0.2338856478461119,2.047950874588465,2.1845557770131525,1.749078108268015,2.170127409451852,2.801771240103005,2.5088103333695257,2.5732608747535717,2.885989949558406,2.6750516898386345,2.4500995157825947,2.7353345741292676,-2.425883309338539,0.6925470004879128,-1.962904295739647,0.3857384779241309,-2.109902874793465,1.3438043094989385,-2.272541089355862,2.562662128361545,-2.1240206725380886,3.128141161405694,-2.0943522368372234,2.8146060021217845,-2.0592475258938587,3.133147987425504,-2.3238087294456724,2.8963483071374343,-2.3434070875143007,2.6329602084626313,-2.1413169453979233,2.7204068753115815,-2.234926444520231,2.9424791652482525,-2.238671767250393,2.772344942527922,-2.3015855926609623,2.587583567816625,-2.245260026374776,2.846506944249226,17.78,train,train,train
20161003_085624,29,2.22,2.22,2.22,38.88,27.34,0.0417583731037995,-0.11003810520893731,0.7926030188438729,2.93024930656781,3.3814375047914247,2.8459093028487117,3.274059702592642,3.8288174679441282,3.679513227638587,3.8491270057162152,3.9106240273144377,3.775607109556681,3.6727631086845425,3.991789367229371,-2.4315554742910055,0.9466645881708529,-1.9317114296555002,0.5207557007043848,-2.0935412066512895,1.8921476432593234,-2.239141030541525,3.2264676603234372,-2.107018647595095,3.6715857767689406,-2.047942874620465,3.4258696104937867,-2.0394518934636774,3.6335913489792735,-2.2302644314144198,3.919479139247444,-2.3166840173735475,3.770187514736813,-2.111964733385396,3.9138932554198163,-2.205458382263323,3.957699756524508,-2.1777161109481766,3.830209731226378,-2.2377341206744292,3.731972467916651,-2.215490386143112,4.047193945692193,2.22,validation,train,excluded_cross_cell
20161003_085624,30,2.22,2.22,8.89,49.85,27.34,0.15539929255617246,0.00607433754952883,1.0109137487927988,2.979165804245416,3.5124971174603288,3.0627135004233432,3.4159861187259724,3.80605563900697,3.664704582472586,3.822280093682113,3.8909406848947126,3.755619319608197,3.6384463160016765,3.961253072825963,-2.4315554742910055,1.101172217567266,-1.9268921432195514,0.7287693171494968,-2.0923241675108497,2.1416963782994216,-2.2330590303454354,3.197317096528792,-2.098421256133225,3.722701002589447,-2.0402208285265546,3.5435443856815705,-2.0352333602458836,3.6933370044581966,-2.229334631254453,3.8946672620682925,-2.311625837646195,3.770187514736813,-2.11279152136139,3.8961537522634675,-2.2036451451391423,3.9338940802463145,-2.175071772695086,3.809159369968907,-2.234926444520231,3.7008723918283257,-2.214574215671332,4.024435199456719,2.22,train,train,train
20161003_085624,31,8.89,8.89,8.89,35.15,27.3,0.14436005050683584,0.08111905128479203,1.1126138083039232,3.1026655517721338,3.416470156809186,2.9670961455176554,3.3445176767522127,3.420071473427452,3.236578208981206,3.3770822689532896,3.5211913048379193,3.4286439222865366,3.265121802958235,3.518313528330835,-2.4253192963716623,1.1795161638919451,-1.9372480167687125,0.9510012895495502,-2.0935412066512895,2.3018748408246785,-2.246204759557938,3.3781607305437737,-2.1037342342488805,3.7618347979610847,-2.0588549080714476,3.552165860798088,-2.036382052219389,3.7458574350101737,-2.284745174865715,3.5133736174399433,-2.3309845675157437,3.3608683211855053,-2.127791802620883,3.4757140797998405,-2.2219271899765913,3.5579104899493568,-2.210917904468222,3.4884081832098306,-2.2739976361421332,3.357182796242736,-2.2302644314144198,3.593199706027666,8.89,test,train,excluded_cross_cell
20161003_085624,32,8.89,0.0,8.89,66.84,27.42,0.04176535491148087,-0.10647264045178223,0.6892388300793764,2.4982995538540584,3.0522935561448814,2.546842058207324,3.003524821948389,3.326491795075059,3.1019419285909096,3.3017092368776253,3.444614406177615,3.3278773041661087,3.101645136639887,3.4167094331658587,-2.425883309338539,0.9981287500897874,-1.9414202437824613,0.6331848393872624,-2.1012782362890103,1.8603055742630692,-2.2547477635798856,2.7558748199176373,-2.111964733385396,3.538198996095939,-2.069887328875024,3.3061025120102694,-2.0518263746468626,3.544674154632543,-2.2896688677274994,3.420071473427452,-2.3309845675157437,3.220510488077995,-2.1311559773665145,3.4052724008152944,-2.22747762050724,3.4941077144388104,-2.215490386143112,3.396121186221473,-2.279845606024556,3.189352262005742,-2.233992301528434,3.5023661241013517,8.89,test,train,excluded_cross_cell
20161003_085624,33,0.0,0.0,17.78,27.56,27.26,0.27660810570028227,0.06952312142253905,1.2410082252581365,3.21100896208731,3.6757511538610794,3.254330099006357,3.569434100071608,3.99769415137591,3.901553141929771,4.042568695274789,4.08567374577447,3.9305719059607944,3.896302076655279,4.202369026416086,-2.4275817436708067,1.2800559579424695,-1.9186841628017217,0.8211077411393991,-2.0870712999148995,2.4113199862283388,-2.223312018772474,3.425751564584549,-2.086667911429929,3.8081547091902554,-2.0302704976733867,3.638199129716627,-2.0223054216702283,3.7759077059611847,-2.1821389399181785,4.075652617889175,-2.2995895840142473,3.985141488198675,-2.0955709236097197,4.103918584656374,-2.1830258579364066,4.135134556230345,-2.1447270083784655,3.9718209326856018,-2.2045513527226803,3.9485940574816634,-2.1991267911693786,4.241083557533605,0.0,train,train,train
20161003_085624,34,17.78,4.44,17.78,30.29,27.3,0.44596705141749426,0.4539377615589423,1.5352960935537383,3.0964550515122906,3.25987572356257,2.896342784670659,3.2566493374856167,2.884180408766063,2.592774020657007,2.616008008937977,2.935732768811159,2.756497449339837,2.5739472165787296,2.7916128603173376,-2.41295830635129,1.698949494637571,-1.9379419794061366,1.6955789107540857,-2.0830481178530795,2.865412859854969,-2.2424316134982174,3.484459516797829,-2.0943522368372234,3.7819621549279097,-2.065933503125536,3.61958296511128,-2.0310335643563064,3.78611958853899,-2.3166840173735475,2.9812123680794524,-2.3402869601780574,2.7268981244475543,-2.137070654516472,2.7536033858703663,-2.228405694819794,2.985166653449208,-2.2335256659369347,2.8661018337382274,-2.294616923344869,2.693626680436486,-2.2405497020745933,2.897623180443672,17.78,train,train,train
20161003_085624,35,4.44,4.44,11.11,44.15,27.34,1.1407409110638045,0.9000393912881047,2.4047651528824145,3.4447005785447438,3.923200306018271,3.7622298179263476,3.9118709938749756,3.699149040930189,3.573608884569592,3.718668812299688,3.7967804899158692,3.702534725231377,3.594623718188216,3.8344592226797825,-2.420243136462278,2.2866487818556918,-1.907843948248857,2.1123200702457754,-2.0690952496256916,3.3465405421567618,-2.201835189893903,3.524938926388765,-2.0572887370387027,3.9830684356411252,-2.014403145500614,3.934275570351273,-1.9987836386623814,4.001960596873135,-2.2528430010992317,3.789807912700671,-2.3248307019413654,3.6936455780790935,-2.1169357461074165,3.793752851148748,-2.212744388994256,3.8388822576697543,-2.191043718261138,3.752919413490244,-2.2518919786785276,3.665638974168421,-2.222850124975192,3.901697884349895,4.44,train,train,train
20161003_085624,36,11.11,11.11,11.11,50.87,27.34,0.5042842757225684,0.2780104527550499,1.3037004853158705,3.024572370987155,3.3919177924781585,3.029094513160392,3.396134587319693,3.344824541531306,3.0852209960543164,3.2340363215803536,3.4050565919878757,3.3082191474246927,3.1346634361445624,3.3548183084753616,-2.4163140152479285,1.655710624764779,-1.9358608132023118,1.3203148021859152,-2.088684204539341,2.5580486793789037,-2.244788105622423,3.2564336176739976,-2.1016879033846947,3.7618347979610847,-2.060423535844074,3.610396154930717,-2.037148923535363,3.7612303477947076,-2.2926347621408776,3.435779146384923,-2.3351082846996056,3.226796374335936,-2.1294728289621,3.342858271074044,-2.2242362334533654,3.441260688451645,-2.218243944560295,3.361454665622404,-2.277892480403674,3.2279544888014047,-2.233992301528434,3.4368090258513297,11.11,train,train,train
20161003_085624,37,11.11,11.11,17.78,23.15,27.3,0.849124762014298,0.7771206143361238,2.0434386457950313,3.466779108471424,3.7420836715245347,3.489537874985216,3.7413793952104464,3.3554465939051474,3.127773180957074,3.2340363215803536,3.4082987736516865,3.314731310511722,3.189352262005742,3.3686879639664165,-2.4157537910996836,2.069984336770454,-1.9255194594075793,2.025789635500554,-2.077842820316139,3.157695281074778,-2.2256240518579173,3.645283989215483,-2.08104282304681,3.946735494871563,-2.0425311876597387,3.8535867102339036,-2.019664337643975,3.9559445091473866,-2.2896688677274994,3.4437235232985217,-2.333044300478754,3.2605496441439525,-2.1261139498782664,3.334623638721304,-2.221005106001623,3.4372528342491657,-2.215490386143112,3.3736210984134223,-2.2759431620476245,3.2763528054833335,-2.231195096907373,3.4500813157180144,11.11,train,train,train
20161003_085624,38,17.78,4.44,17.78,64.4,27.42,0.3368619826389617,0.09443106029853465,0.9025881662817318,2.460959243771262,2.757460446885058,2.3608456248463647,2.7643797119858795,2.8572937773473206,2.5551949844540993,2.5935054464161125,2.892441836027429,2.725444702430964,2.525656641716131,2.76221279089005,-2.4163140152479285,1.5372510833097501,-1.9519282213808764,1.1317615452227852,-2.0963845934394074,2.26033232838708,-2.2609635333191402,2.837178111486722,-2.114447494085237,3.489151782602086,-2.0826469946867605,3.299281657575937,-2.050271164380056,3.5121881498714327,-2.3171913740888206,2.955566313795866,-2.3413259213104762,2.6857909587967894,-2.137070654516472,2.734944875067317,-2.2302644314144198,2.9450177590094895,-2.234926444520231,2.8328922472727167,-2.296603021316498,2.6546494243750947,-2.241489993634235,2.870769777135789,17.78,test,train,excluded_cross_cell
20161003_085624,39,4.44,4.44,13.33,55.3271,27.34,0.19893282259915146,-0.05487866150998944,0.820528449887038,2.7906619137471527,3.310761967524009,2.805878420104423,3.2414628075408793,3.714973523229579,3.522506046828262,3.723920772675165,3.80148019596295,3.691047103064507,3.5361798043664927,3.8394028490044163,-2.4270151713722226,1.1567332159544197,-1.9330926453446988,0.6544107258007457,-2.1037342342488805,1.9477711794832855,-2.247150386105945,3.0675654174724754,-2.1086644003567394,3.6420705026247147,-2.05572501506252,3.420292369600195,-2.0440743978425444,3.6247541809110078,-2.249044326066016,3.8091346794078076,-2.3217679124108197,3.6273125134545254,-2.115275994689052,3.798453331085618,-2.212744388994256,3.8437762840733654,-2.1892564076870427,3.7430906123932046,-2.2518919786785276,3.60324258659866,-2.2219271899765913,3.9069722719205346,4.44,validation,train,excluded_cross_cell
20161003_085624,40,13.33,13.33,17.78,59.95,27.34,-0.20054967844178534,-0.301307927930682,0.24955136316224402,2.267100931433238,2.4428683047250344,1.9652142332769198,2.4405094317890095,3.1832942420405126,2.9585900937013685,3.094010770814617,3.2805464876282886,3.171478090817839,2.956882291671379,3.2279465610705986,-2.429283390236661,0.6730463292768988,-1.9547490977225177,0.32577139835981916,-2.1090771107742285,1.3286127956254332,-2.2706021643956094,2.7823930649731725,-2.1261139498782664,3.2738022834339233,-2.0890882449653674,2.9335917729196153,-2.0580715159436433,3.2740873216033632,-2.3005870903313728,3.2776389504692394,-2.3351082846996056,3.0824610530477536,-2.131998792418512,3.202666268869164,-2.22747762050724,3.3228609951720514,-2.223312018772474,3.237690733627633,-2.284745174865715,3.0539115550201084,-2.2358614609511376,3.3106415486852487,13.33,test,train,excluded_cross_cell
20161003_085624,41,17.78,11.11,17.78,27.01,27.22,-0.2131932204610416,-0.2533450600473311,0.3692159754330434,2.36925259624006,2.3891755480751438,1.885477473101807,2.3859975014587866,2.913073229588939,2.5892141111787565,2.6074560858665077,2.9149071765604027,2.7586419161071567,2.5841560304399662,2.7916128603173376,-2.4253192963716623,0.7618333383483922,-1.9597048600775024,0.4539377615589423,-2.11279152136139,1.5675111412060652,-2.2730262907525014,3.078030896275109,-2.12068037657438,3.310761967524009,-2.0907047339585465,2.932478260416008,-2.057680126491173,3.288252622646021,-2.3156703325427013,2.9992859517532886,-2.3402869601780574,2.7189176030662665,-2.134531507997796,2.7496718757930294,-2.228405694819794,2.9659893043547534,-2.233992301528434,2.8680750228975547,-2.2936253516225737,2.716415117433838,-2.238671767250393,2.911301201077195,17.78,train,train,train
