day,segment,co_level_offline_ppm,position_split,day_split,split
20161007_210049,23,11.11,train,train,train
20161007_210049,24,0.0,train,train,train
20161007_210049,25,11.11,validation,train,excluded_cross_cell
20161007_210049,26,13.33,train,train,train
20161007_210049,27,15.56,train,train,train
20161007_210049,28,17.78,train,train,train
20161007_210049,29,2.22,validation,train,excluded_cross_cell
20161007_210049,30,2.22,train,train,train
20161007_210049,31,8.89,test,train,excluded_cross_cell
20161007_210049,32,8.89,test,train,excluded_cross_cell
20161007_210049,33,0.0,train,train,train
20161007_210049,34,17.78,train,train,train
20161007_210049,35,4.44,train,train,train
20161007_210049,36,11.11,train,train,train
20161007_210049,37,11.11,train,train,train
20161007_210049,38,17.78,test,train,excluded_cross_cell
20161007_210049,39,4.44,validation,train,excluded_cross_cell
20161007_210049,40,13.33,test,train,excluded_cross_cell
20161007_210049,41,17.78,train,train,train
20161007_210049,42,11.11,test,train,excluded_cross_cell
20161007_210049,43,2.22,validation,train,excluded_cross_cell
20161007_210049,44,13.33,validation,train,excluded_cross_cell
20161007_210049,45,2.22,train,train,train
20161007_210049,46,15.56,test,train,excluded_cross_cell
20161007_210049,47,11.11,test,train,excluded_cross_cell
20161007_210049,48,20.0,train,train,train
20161007_210049,49,20.0,train,train,train
20161007_210049,50,2.22,test,train,excluded_cross_cell
20161007_210049,51,20.0,validation,train,excluded_cross_cell
20161007_210049,52,6.67,train,train,train
20161007_210049,53,17.78,validation,train,excluded_cross_cell
20161007_210049,54,17.78,test,train,excluded_cross_cell
20161007_210049,55,0.0,train,train,train
20161007_210049,56,13.33,test,train,excluded_cross_cell
20161007_210049,57,6.67,test,train,excluded_cross_cell
20161007_210049,58,20.0,train,train,train
20161007_210049,59,0.0,train,train,train
20161007_210049,60,8.89,train,train,train
20161007_210049,61,4.44,train,train,train
20161007_210049,62,13.33,train,train,train
20161007_210049,63,2.22,train,train,train
20161007_210049,64,20.0,validation,train,excluded_cross_cell
20161007_210049,65,6.67,train,train,train
20161007_210049,66,15.56,validation,train,excluded_cross_cell
20161007_210049,67,4.44,validation,train,excluded_cross_cell
20161007_210049,68,0.0,train,train,train
20161007_210049,69,8.89,train,train,train
20161007_210049,70,6.67,train,train,train
20161007_210049,71,6.67,validation,train,excluded_cross_cell
20161007_210049,72,4.44,test,train,excluded_cross_cell
20161007_210049,73,8.89,train,train,train
20161007_210049,74,0.0,test,train,excluded_cross_cell
20161007_210049,75,4.44,train,train,train
20161007_210049,76,8.89,train,train,train
20161007_210049,77,11.11,validation,train,excluded_cross_cell
20161007_210049,78,6.67,train,train,train
20161007_210049,79,4.44,train,train,train
20161007_210049,80,11.11,train,train,train
20161007_210049,81,6.67,train,train,train
20161007_210049,82,8.89,train,train,train
20161007_210049,83,13.33,train,train,train
20161007_210049,84,13.33,train,train,train
20161007_210049,85,15.56,train,train,train
20161007_210049,86,8.89,validation,train,excluded_cross_cell
20161007_210049,87,6.67,validation,train,excluded_cross_cell
20161007_210049,88,2.22,test,train,excluded_cross_cell
20161007_210049,89,0.0,test,train,excluded_cross_cell
20161007_210049,90,4.44,test,train,excluded_cross_cell
20161007_210049,91,0.0,validation,train,excluded_cross_cell
20161007_210049,92,20.0,train,train,train
20161007_210049,93,20.0,train,train,train
20161007_210049,94,20.0,test,train,excluded_cross_cell
20161007_210049,95,17.78,train,train,train
20161007_210049,96,17.78,train,train,train
20161007_210049,97,13.33,train,train,train
20161007_210049,98,17.78,validation,train,excluded_cross_cell
20161007_210049,99,2.22,train,train,train
20161008_234508,0,20.0,train,train,train
20161008_234508,1,15.56,train,train,train
20161008_234508,2,20.0,test,train,excluded_cross_cell
20161008_234508,3,4.44,train,train,train
20161008_234508,4,15.56,test,train,excluded_cross_cell
20161008_234508,5,6.67,train,train,train
20161008_234508,6,2.22,train,train,train
20161008_234508,7,11.11,train,train,train
20161008_234508,8,2.22,train,train,train
20161008_234508,9,13.33,validation,train,excluded_cross_cell
20161008_234508,10,4.44,train,train,train
20161008_234508,11,6.67,test,train,excluded_cross_cell
20161008_234508,12,0.0,validation,train,excluded_cross_cell
20161008_234508,13,15.56,train,train,train
20161008_234508,14,8.89,train,train,train
20161008_234508,15,15.56,train,train,train
20161008_234508,16,13.33,train,train,train
20161008_234508,17,15.56,train,train,train
20161008_234508,18,8.89,validation,train,excluded_cross_cell
20161008_234508,19,11.11,train,train,train
20161008_234508,20,0.0,train,train,train
20161008_234508,21,15.56,validation,train,excluded_cross_cell
20161008_234508,22,17.78,train,train,train
20161008_234508,23,11.11,train,train,train
20161008_234508,24,0.0,train,train,train
20161008_234508,25,11.11,validation,train,excluded_cross_cell
20161008_234508,26,13.33,train,train,train
20161008_234508,27,15.56,train,train,train
20161008_234508,28,17.78,train,train,train
20161008_234508,29,2.22,validation,train,excluded_cross_cell
20161008_234508,30,2.22,train,train,train
20161008_234508,31,8.89,test,train,excluded_cross_cell
20161008_234508,32,8.89,test,train,excluded_cross_cell
20161008_234508,33,0.0,train,train,train
20161008_234508,34,17.78,train,train,train
20161008_234508,35,4.44,train,train,train
20161008_234508,36,11.11,train,train,train
20161008_234508,37,11.11,train,train,train
20161008_234508,38,17.78,test,train,excluded_cross_cell
20161008_234508,39,4.44,validation,train,excluded_cross_cell
20161008_234508,40,13.33,test,train,excluded_cross_cell
20161008_234508,41,17.78,train,train,train
20161008_234508,42,11.11,test,train,excluded_cross_cell
20161008_234508,43,2.22,validation,train,excluded_cross_cell
20161008_234508,44,13.33,validation,train,excluded_cross_cell
20161008_234508,45,2.22,train,train,train
20161008_234508,46,15.56,test,train,excluded_cross_cell
20161008_234508,47,11.11,test,train,excluded_cross_cell
20161008_234508,48,20.0,train,train,train
20161008_234508,49,20.0,train,train,train
20161008_234508,50,2.22,test,train,excluded_cross_cell
20161008_234508,51,20.0,validation,train,excluded_cross_cell
20161008_234508,52,6.67,train,train,train
20161008_234508,53,17.78,validation,train,excluded_cross_cell
20161008_234508,54,17.78,test,train,excluded_cross_cell
20161008_234508,55,0.0,train,train,train
20161008_234508,56,13.33,test,train,excluded_cross_cell
20161008_234508,57,6.67,test,train,excluded_cross_cell
20161008_234508,58,20.0,train,train,train
20161008_234508,59,0.0,train,train,train
20161008_234508,60,8.89,train,train,train
20161008_234508,61,4.44,train,train,train
20161008_234508,62,13.33,train,train,train
20161008_234508,63,2.22,train,train,train
20161008_234508,64,20.0,validation,train,excluded_cross_cell
20161008_234508,65,6.67,train,train,train
20161008_234508,66,15.56,validation,train,excluded_cross_cell
20161008_234508,67,4.44,validation,train,excluded_cross_cell
20161008_234508,68,0.0,train,train,train
20161008_234508,69,8.89,train,train,train
20161008_234508,70,6.67,train,train,train
20161008_234508,71,6.67,validation,train,excluded_cross_cell
20161008_234508,72,4.44,test,train,excluded_cross_cell
20161008_234508,73,8.89,train,train,train
20161008_234508,74,0.0,test,train,excluded_cross_cell
20161008_234508,75,4.44,train,train,train
20161008_234508,76,8.89,train,train,train
20161008_234508,77,11.11,validation,train,excluded_cross_cell
20161008_234508,78,6.67,train,train,train
20161008_234508,79,4.44,train,train,train
20161008_234508,80,11.11,train,train,train
20161008_234508,81,6.67,train,train,train
20161008_234508,82,8.89,train,train,train
20161008_234508,83,13.33,train,train,train
20161008_234508,84,13.33,train,train,train
20161008_234508,85,15.56,train,train,train
20161008_234508,86,8.89,validation,train,excluded_cross_cell
20161008_234508,87,6.67,validation,train,excluded_cross_cell
20161008_234508,88,2.22,test,train,excluded_cross_cell
20161008_234508,89,0.0,test,train,excluded_cross_cell
20161008_234508,90,4.44,test,train,excluded_cross_cell
20161008_234508,91,0.0,validation,train,excluded_cross_cell
20161008_234508,92,20.0,train,train,train
20161008_234508,93,20.0,train,train,train
20161008_234508,94,20.0,test,train,excluded_cross_cell
20161008_234508,95,17.78,train,train,train
20161008_234508,96,17.78,train,train,train
20161008_234508,97,13.33,train,train,train
20161008_234508,98,17.78,validation,train,excluded_cross_cell
20161008_234508,99,2.22,train,train,train
20161010_095046,0,20.0,train,validation,excluded_cross_cell
20161010_095046,1,15.56,train,validation,excluded_cross_cell
20161010_095046,2,20.0,test,validation,excluded_cross_cell
20161010_095046,3,4.44,train,validation,excluded_cross_cell
20161010_095046,4,15.56,test,validation,excluded_cross_cell
20161010_095046,5,6.67,train,validation,excluded_cross_cell
20161010_095046,6,2.22,train,validation,excluded_cross_cell
20161010_095046,7,11.11,train,validation,excluded_cross_cell
20161010_095046,8,2.22,train,validation,excluded_cross_cell
20161010_095046,9,13.33,validation,validation,validation
20161010_095046,10,4.44,train,validation,excluded_cross_cell
20161010_095046,11,6.67,test,validation,excluded_cross_cell
20161010_095046,12,0.0,validation,validation,validation
20161010_095046,13,15.56,train,validation,excluded_cross_cell
20161010_095046,14,8.89,train,validation,excluded_cross_cell
20161010_095046,15,15.56,train,validation,excluded_cross_cell
20161010_095046,16,13.33,train,validation,excluded_cross_cell
20161010_095046,17,15.56,train,validation,excluded_cross_cell
20161010_095046,18,8.89,validation,validation,validation
20161010_095046,19,11.11,train,validation,excluded_cross_cell
20161010_095046,20,0.0,train,validation,excluded_cross_cell
20161010_095046,21,15.56,validation,validation,validation
20161010_095046,22,17.78,train,validation,excluded_cross_cell
20161010_095046,23,11.11,train,validation,excluded_cross_cell
20161010_095046,24,0.0,train,validation,excluded_cross_cell
20161010_095046,25,11.11,validation,validation,validation
20161010_095046,26,13.33,train,validation,excluded_cross_cell
20161010_095046,27,15.56,train,validation,excluded_cross_cell
20161010_095046,28,17.78,train,validation,excluded_cross_cell
20161010_095046,29,2.22,validation,validation,validation
20161010_095046,30,2.22,train,validation,excluded_cross_cell
20161010_095046,31,8.89,test,validation,excluded_cross_cell
20161010_095046,32,8.89,test,validation,excluded_cross_cell
20161010_095046,33,0.0,train,validation,excluded_cross_cell
20161010_095046,34,17.78,train,validation,excluded_cross_cell
20161010_095046,35,4.44,train,validation,excluded_cross_cell
20161010_095046,36,11.11,train,validation,excluded_cross_cell
20161010_095046,37,11.11,train,validation,excluded_cross_cell
20161010_095046,38,17.78,test,validation,excluded_cross_cell
20161010_095046,39,4.44,validation,validation,validation
20161010_095046,40,13.33,test,validation,excluded_cross_cell
20161010_095046,41,17.78,train,validation,excluded_cross_cell
20161010_095046,42,11.11,test,validation,excluded_cross_cell
20161010_095046,43,2.22,validation,validation,validation
20161010_095046,44,13.33,validation,validation,validation
20161010_095046,45,2.22,train,validation,excluded_cross_cell
20161010_095046,46,15.56,test,validation,excluded_cross_cell
20161010_095046,47,11.11,test,validation,excluded_cross_cell
20161010_095046,48,20.0,train,validation,excluded_cross_cell
20161010_095046,49,20.0,train,validation,excluded_cross_cell
20161010_095046,50,2.22,test,validation,excluded_cross_cell
20161010_095046,51,20.0,validation,validation,validation
20161010_095046,52,6.67,train,validation,excluded_cross_cell
20161010_095046,53,17.78,validation,validation,validation
20161010_095046,54,17.78,test,validation,excluded_cross_cell
20161010_095046,55,0.0,train,validation,excluded_cross_cell
20161010_095046,56,13.33,test,validation,excluded_cross_cell
20161010_095046,57,6.67,test,validation,excluded_cross_cell
20161010_095046,58,20.0,train,validation,excluded_cross_cell
20161010_095046,59,0.0,train,validation,excluded_cross_cell
20161010_095046,60,8.89,train,validation,excluded_cross_cell
20161010_095046,61,4.44,train,validation,excluded_cross_cell
20161010_095046,62,13.33,train,validation,excluded_cross_cell
20161010_095046,63,2.22,train,validation,excluded_cross_cell
20161010_095046,64,20.0,validation,validation,validation
20161010_095046,65,6.67,train,validation,excluded_cross_cell
20161010_095046,66,15.56,validation,validation,validation
20161010_095046,67,4.44,validation,validation,validation
20161010_095046,68,0.0,train,validation,excluded_cross_cell
20161010_095046,69,8.89,train,validation,excluded_cross_cell
20161010_095046,70,6.67,train,validation,excluded_cross_cell
20161010_095046,71,6.67,validation,validation,validation
20161010_095046,72,4.44,test,validation,excluded_cross_cell
20161010_095046,73,8.89,train,validation,excluded_cross_cell
20161010_095046,74,0.0,test,validation,excluded_cross_cell
20161010_095046,75,4.44,train,validation,excluded_cross_cell
20161010_095046,76,8.89,train,validation,excluded_cross_cell
20161010_095046,77,11.11,validation,validation,validation
20161010_095046,78,6.67,train,validation,excluded_cross_cell
20161010_095046,79,4.44,train,validation,excluded_cross_cell
20161010_095046,80,11.11,train,validation,excluded_cross_cell
20161010_095046,81,6.67,train,validation,excluded_cross_cell
20161010_095046,82,8.89,train,validation,excluded_cross_cell
20161010_095046,83,13.33,train,validation,excluded_cross_cell
20161010_095046,84,13.33,train,validation,excluded_cross_cell
20161010_095046,85,15.56,train,validation,excluded_cross_cell
20161010_095046,86,8.89,validation,validation,validation
20161010_095046,87,6.67,validation,validation,validation
20161010_095046,88,2.22,test,validation,excluded_cross_cell
20161010_095046,89,0.0,test,validation,excluded_cross_cell
20161010_095046,90,4.44,test,validation,excluded_cross_cell
20161010_095046,91,0.0,validation,validation,validation
20161010_095046,92,20.0,train,validation,excluded_cross_cell
20161010_095046,93,20.0,train,validation,excluded_cross_cell
20161010_095046,94,20.0,test,validation,excluded_cross_cell
20161010_095046,95,17.78,train,validation,excluded_cross_cell
20161010_095046,96,17.78,train,validation,excluded_cross_cell
20161010_095046,97,13.33,train,validation,excluded_cross_cell
20161010_095046,98,17.78,validation,validation,validation
20161010_095046,99,2.22,train,validation,excluded_cross_cell
20161011_113032,0,20.0,train,validation,excluded_cross_cell
20161011_113032,1,15.56,train,validation,excluded_cross_cell
20161011_113032,2,20.0,test,validation,excluded_cross_cell
20161011_113032,3,4.44,train,validation,excluded_cross_cell
20161011_113032,4,15.56,test,validation,excluded_cross_cell
20161011_113032,5,6.67,train,validation,excluded_cross_cell
20161011_113032,6,2.22,train,validation,excluded_cross_cell
20161011_113032,7,11.11,train,validation,excluded_cross_cell
20161011_113032,8,2.22,train,validation,excluded_cross_cell
20161011_113032,9,13.33,validation,validation,validation
20161011_113032,10,4.44,train,validation,excluded_cross_cell
20161011_113032,11,6.67,test,validation,excluded_cross_cell
20161011_113032,12,0.0,validation,validation,validation
20161011_113032,13,15.56,train,validation,excluded_cross_cell
20161011_113032,14,8.89,train,validation,excluded_cross_cell
20161011_113032,15,15.56,train,validation,excluded_cross_cell
20161011_113032,16,13.33,train,validation,excluded_cross_cell
20161011_113032,17,15.56,train,validation,excluded_cross_cell
20161011_113032,18,8.89,validation,validation,validation
20161011_113032,19,11.11,train,validation,excluded_cross_cell
20161011_113032,20,0.0,train,validation,excluded_cross_cell
20161011_113032,21,15.56,validation,validation,validation
20161011_113032,22,17.78,train,validation,excluded_cross_cell
20161011_113032,23,11.11,train,validation,excluded_cross_cell
20161011_113032,24,0.0,train,validation,excluded_cross_cell
20161011_113032,25,11.11,validation,validation,validation
20161011_113032,26,13.33,train,validation,excluded_cross_cell
20161011_113032,27,15.56,train,validation,excluded_cross_cell
20161011_113032,28,17.78,train,validation,excluded_cross_cell
20161011_113032,29,2.22,validation,validation,validation
20161011_113032,30,2.22,train,validation,excluded_cross_cell
20161011_113032,31,8.89,test,validation,excluded_cross_cell
20161011_113032,32,8.89,test,validation,excluded_cross_cell
20161011_113032,33,0.0,train,validation,excluded_cross_cell
20161011_113032,34,17.78,train,validation,excluded_cross_cell
20161011_113032,35,4.44,train,validation,excluded_cross_cell
20161011_113032,36,11.11,train,validation,excluded_cross_cell
20161011_113032,37,11.11,train,validation,excluded_cross_cell
20161011_113032,38,17.78,test,validation,excluded_cross_cell
20161011_113032,39,4.44,validation,validation,validation
20161011_113032,40,13.33,test,validation,excluded_cross_cell
20161011_113032,41,17.78,train,validation,excluded_cross_cell
20161011_113032,42,11.11,test,validation,excluded_cross_cell
20161011_113032,43,2.22,validation,validation,validation
20161011_113032,44,13.33,validation,validation,validation
20161011_113032,45,2.22,train,validation,excluded_cross_cell
20161011_113032,46,15.56,test,validation,excluded_cross_cell
20161011_113032,47,11.11,test,validation,excluded_cross_cell
20161011_113032,48,20.0,train,validation,excluded_cross_cell
20161011_113032,49,20.0,train,validation,excluded_cross_cell
20161011_113032,50,2.22,test,validation,excluded_cross_cell
20161011_113032,51,20.0,validation,validation,validation
20161011_113032,52,6.67,train,validation,excluded_cross_cell
20161011_113032,53,17.78,validation,validation,validation
20161011_113032,54,17.78,test,validation,excluded_cross_cell
20161011_113032,55,0.0,train,validation,excluded_cross_cell
20161011_113032,56,13.33,test,validation,excluded_cross_cell
20161011_113032,57,6.67,test,validation,excluded_cross_cell
20161011_113032,58,20.0,train,validation,excluded_cross_cell
20161011_113032,59,0.0,train,validation,excluded_cross_cell
20161011_113032,60,8.89,train,validation,excluded_cross_cell
20161011_113032,61,4.44,train,validation,excluded_cross_cell
20161011_113032,62,13.33,train,validation,excluded_cross_cell
20161011_113032,63,2.22,train,validation,excluded_cross_cell
20161011_113032,64,20.0,validation,validation,validation
20161011_113032,65,6.67,train,validation,excluded_cross_cell
20161011_113032,66,15.56,validation,validation,validation
20161011_113032,67,4.44,validation,validation,validation
20161011_113032,68,0.0,train,validation,excluded_cross_cell
20161011_113032,69,8.89,train,validation,excluded_cross_cell
20161011_113032,70,6.67,train,validation,excluded_cross_cell
20161011_113032,71,6.67,validation,validation,validation
20161011_113032,72,4.44,test,validation,excluded_cross_cell
20161011_113032,73,8.89,train,validation,excluded_cross_cell
20161011_113032,74,0.0,test,validation,excluded_cross_cell
20161011_113032,75,4.44,train,validation,excluded_cross_cell
20161011_113032,76,8.89,train,validation,excluded_cross_cell
20161011_113032,77,11.11,validation,validation,validation
20161011_113032,78,6.67,train,validation,excluded_cross_cell
20161011_113032,79,4.44,train,validation,excluded_cross_cell
20161011_113032,80,11.11,train,validation,excluded_cross_cell
20161011_113032,81,6.67,train,validation,excluded_cross_cell
20161011_113032,82,8.89,train,validation,excluded_cross_cell
20161011_113032,83,13.33,train,validation,excluded_cross_cell
20161011_113032,84,13.33,train,validation,excluded_cross_cell
20161011_113032,85,15.56,train,validation,excluded_cross_cell
20161011_113032,86,8.89,validation,validation,validation
20161011_113032,87,6.67,validation,validation,validation
20161011_113032,88,2.22,test,validation,excluded_cross_cell
20161011_113032,89,0.0,test,validation,excluded_cross_cell
20161011_113032,90,4.44,test,validation,excluded_cross_cell
20161011_113032,91,0.0,validation,validation,validation
20161011_113032,92,20.0,train,validation,excluded_cross_cell
20161011_113032,93,20.0,train,validation,excluded_cross_cell
20161011_113032,94,20.0,test,validation,excluded_cross_cell
20161011_113032,95,17.78,train,validation,excluded_cross_cell
20161011_113032,96,17.78,train,validation,excluded_cross_cell
20161011_113032,97,13.33,train,validation,excluded_cross_cell
20161011_113032,98,17.78,validation,validation,validation
20161011_113032,99,2.22,train,validation,excluded_cross_cell
20161013_143355,0,20.0,train,test,excluded_cross_cell
20161013_143355,1,15.56,train,test,excluded_cross_cell
20161013_143355,2,20.0,test,test,test
20161013_143355,3,4.44,train,test,excluded_cross_cell
20161013_143355,4,15.56,test,test,test
20161013_143355,5,6.67,train,test,excluded_cross_cell
20161013_143355,6,2.22,train,test,excluded_cross_cell
20161013_143355,7,11.11,train,test,excluded_cross_cell
20161013_143355,8,2.22,train,test,excluded_cross_cell
20161013_143355,9,13.33,validation,test,excluded_cross_cell
20161013_143355,10,4.44,train,test,excluded_cross_cell
20161013_143355,11,6.67,test,test,test
20161013_143355,12,0.0,validation,test,excluded_cross_cell
20161013_143355,13,15.56,train,test,excluded_cross_cell
20161013_143355,14,8.89,train,test,excluded_cross_cell
20161013_143355,15,15.56,train,test,excluded_cross_cell
20161013_143355,16,13.33,train,test,excluded_cross_cell
20161013_143355,17,15.56,train,test,excluded_cross_cell
20161013_143355,18,8.89,validation,test,excluded_cross_cell
20161013_143355,19,11.11,train,test,excluded_cross_cell
20161013_143355,20,0.0,train,test,excluded_cross_cell
20161013_143355,21,15.56,validation,test,excluded_cross_cell
20161013_143355,22,17.78,train,test,excluded_cross_cell
20161013_143355,23,11.11,train,test,excluded_cross_cell
20161013_143355,24,0.0,train,test,excluded_cross_cell
20161013_143355,25,11.11,validation,test,excluded_cross_cell
20161013_143355,26,13.33,train,test,excluded_cross_cell
20161013_143355,27,15.56,train,test,excluded_cross_cell
20161013_143355,28,17.78,train,test,excluded_cross_cell
20161013_143355,29,2.22,validation,test,excluded_cross_cell
20161013_143355,30,2.22,train,test,excluded_cross_cell
20161013_143355,31,8.89,test,test,test
20161013_143355,32,8.89,test,test,test
20161013_143355,33,0.0,train,test,excluded_cross_cell
20161013_143355,34,17.78,train,test,excluded_cross_cell
20161013_143355,35,4.44,train,test,excluded_cross_cell
20161013_143355,36,11.11,train,test,excluded_cross_cell
20161013_143355,37,11.11,train,test,excluded_cross_cell
20161013_143355,38,17.78,test,test,test
20161013_143355,39,4.44,validation,test,excluded_cross_cell
20161013_143355,40,13.33,test,test,test
20161013_143355,41,17.78,train,test,excluded_cross_cell
20161013_143355,42,11.11,test,test,test
20161013_143355,43,2.22,validation,test,excluded_cross_cell
20161013_143355,44,13.33,validation,test,excluded_cross_cell
20161013_143355,45,2.22,train,test,excluded_cross_cell
20161013_143355,46,15.56,test,test,test
20161013_143355,47,11.11,test,test,test
20161013_143355,48,20.0,train,test,excluded_cross_cell
20161013_143355,49,20.0,train,test,excluded_cross_cell
20161013_143355,50,2.22,test,test,test
20161013_143355,51,20.0,validation,test,excluded_cross_cell
20161013_143355,52,6.67,train,test,excluded_cross_cell
20161013_143355,53,17.78,validation,test,excluded_cross_cell
20161013_143355,54,17.78,test,test,test
20161013_143355,55,0.0,train,test,excluded_cross_cell
20161013_143355,56,13.33,test,test,test
20161013_143355,57,6.67,test,test,test
20161013_143355,58,20.0,train,test,excluded_cross_cell
20161013_143355,59,0.0,train,test,excluded_cross_cell
20161013_143355,60,8.89,train,test,excluded_cross_cell
20161013_143355,61,4.44,train,test,excluded_cross_cell
20161013_143355,62,13.33,train,test,excluded_cross_cell
20161013_143355,63,2.22,train,test,excluded_cross_cell
20161013_143355,64,20.0,validation,test,excluded_cross_cell
20161013_143355,65,6.67,train,test,excluded_cross_cell
20161013_143355,66,15.56,validation,test,excluded_cross_cell
20161013_143355,67,4.44,validation,test,excluded_cross_cell
20161013_143355,68,0.0,train,test,excluded_cross_cell
20161013_143355,69,8.89,train,test,excluded_cross_cell
20161013_143355,70,6.67,train,test,excluded_cross_cell
20161013_143355,71,6.67,validation,test,excluded_cross_cell
20161013_143355,72,4.44,test,test,test
20161013_143355,73,8.89,train,test,excluded_cross_cell
20161013_143355,74,0.0,test,test,test
20161013_143355,75,4.44,train,test,excluded_cross_cell
20161013_143355,76,8.89,train,test,excluded_cross_cell
20161013_143355,77,11.11,validation,test,excluded_cross_cell
20161013_143355,78,6.67,train,test,excluded_cross_cell
20161013_143355,79,4.44,train,test,excluded_cross_cell
20161013_143355,80,11.11,train,test,excluded_cross_cell
20161013_143355,81,6.67,train,test,excluded_cross_cell
20161013_143355,82,8.89,train,test,excluded_cross_cell
20161013_143355,83,13.33,train,test,excluded_cross_cell
20161013_143355,84,13.33,train,test,excluded_cross_cell
20161013_143355,85,15.56,train,test,excluded_cross_cell
20161013_143355,86,8.89,validation,test,excluded_cross_cell
20161013_143355,87,6.67,validation,test,excluded_cross_cell
20161013_143355,88,2.22,test,test,test
20161013_143355,89,0.0,test,test,test
20161013_143355,90,4.44,test,test,test
20161013_143355,91,0.0,validation,test,excluded_cross_cell
20161013_143355,92,20.0,train,test,excluded_cross_cell
20161013_143355,93,20.0,train,test,excluded_cross_cell
20161013_143355,94,20.0,test,test,test
20161013_143355,95,17.78,train,test,excluded_cross_cell
20161013_143355,96,17.78,train,test,excluded_cross_cell
20161013_143355,97,13.33,train,test,excluded_cross_cell
20161013_143355,98,17.78,validation,test,excluded_cross_cell
20161013_143355,99,2.22,train,test,excluded_cross_cell
20161014_184659,0,20.0,train,test,excluded_cross_cell
20161014_184659,1,15.56,train,test,excluded_cross_cell
20161014_184659,2,20.0,test,test,test
20161014_184659,3,4.44,train,test,excluded_cross_cell
20161014_184659,4,15.56,test,test,test
20161014_184659,5,6.67,train,test,excluded_cross_cell
20161014_184659,6,2.22,train,test,excluded_cross_cell
20161014_184659,7,11.11,train,test,excluded_cross_cell
20161014_184659,8,2.22,train,test,excluded_cross_cell
20161014_184659,9,13.33,validation,test,excluded_cross_cell
20161014_184659,10,4.44,train,test,excluded_cross_cell
20161014_184659,11,6.67,test,test,test
20161014_184659,12,0.0,validation,test,excluded_cross_cell
20161014_184659,13,15.56,train,test,excluded_cross_cell
20161014_184659,14,8.89,train,test,excluded_cross_cell
20161014_184659,15,15.56,train,test,excluded_cross_cell
20161014_184659,16,13.33,train,test,excluded_cross_cell
20161014_184659,17,15.56,train,test,excluded_cross_cell
20161014_184659,18,8.89,validation,test,excluded_cross_cell
20161014_184659,19,11.11,train,test,excluded_cross_cell
20161014_184659,20,0.0,train,test,excluded_cross_cell
20161014_184659,21,15.56,validation,test,excluded_cross_cell
20161014_184659,22,17.78,train,test,excluded_cross_cell
20161014_184659,23,11.11,train,test,excluded_cross_cell
20161014_184659,24,0.0,train,test,excluded_cross_cell
20161014_184659,25,11.11,validation,test,excluded_cross_cell
20161014_184659,26,13.33,train,test,excluded_cross_cell
20161014_184659,27,15.56,train,test,excluded_cross_cell
20161014_184659,28,17.78,train,test,excluded_cross_cell
20161014_184659,29,2.22,validation,test,excluded_cross_cell
20161014_184659,30,2.22,train,test,excluded_cross_cell
20161014_184659,31,8.89,test,test,test
20161014_184659,32,8.89,test,test,test
20161014_184659,33,0.0,train,test,excluded_cross_cell
20161014_184659,34,17.78,train,test,excluded_cross_cell
20161014_184659,35,4.44,train,test,excluded_cross_cell
20161014_184659,36,11.11,train,test,excluded_cross_cell
20161014_184659,37,11.11,train,test,excluded_cross_cell
20161014_184659,38,17.78,test,test,test
20161014_184659,39,4.44,validation,test,excluded_cross_cell
20161014_184659,40,13.33,test,test,test
20161014_184659,41,17.78,train,test,excluded_cross_cell
20161014_184659,42,11.11,test,test,test
20161014_184659,43,2.22,validation,test,excluded_cross_cell
20161014_184659,44,13.33,validation,test,excluded_cross_cell
20161014_184659,45,2.22,train,test,excluded_cross_cell
20161014_184659,46,15.56,test,test,test
20161014_184659,47,11.11,test,test,test
20161014_184659,48,20.0,train,test,excluded_cross_cell
20161014_184659,49,20.0,train,test,excluded_cross_cell
20161014_184659,50,2.22,test,test,test
20161014_184659,51,20.0,validation,test,excluded_cross_cell
20161014_184659,52,6.67,train,test,excluded_cross_cell
20161014_184659,53,17.78,validation,test,excluded_cross_cell
20161014_184659,54,17.78,test,test,test
20161014_184659,55,0.0,train,test,excluded_cross_cell
20161014_184659,56,13.33,test,test,test
20161014_184659,57,6.67,test,test,test
20161014_184659,58,20.0,train,test,excluded_cross_cell
20161014_184659,59,0.0,train,test,excluded_cross_cell
20161014_184659,60,8.89,train,test,excluded_cross_cell
20161014_184659,61,4.44,train,test,excluded_cross_cell
20161014_184659,62,13.33,train,test,excluded_cross_cell
20161014_184659,63,2.22,train,test,excluded_cross_cell
20161014_184659,64,20.0,validation,test,excluded_cross_cell
20161014_184659,65,6.67,train,test,excluded_cross_cell
20161014_184659,66,15.56,validation,test,excluded_cross_cell
20161014_184659,67,4.44,validation,test,excluded_cross_cell
20161014_184659,68,0.0,train,test,excluded_cross_cell
20161014_184659,69,8.89,train,test,excluded_cross_cell
20161014_184659,70,6.67,train,test,excluded_cross_cell
20161014_184659,71,6.67,validation,test,excluded_cross_cell
20161014_184659,72,4.44,test,test,test
20161014_184659,73,8.89,train,test,excluded_cross_cell
20161014_184659,74,0.0,test,test,test
20161014_184659,75,4.44,train,test,excluded_cross_cell
20161014_184659,76,8.89,train,test,excluded_cross_cell
20161014_184659,77,11.11,validation,test,excluded_cross_cell
20161014_184659,78,6.67,train,test,excluded_cross_cell
20161014_184659,79,4.44,train,test,excluded_cross_cell
