trial,scenario,completed_time_s,gas_source,person_source,sim_true_x_m,sim_true_y_m,sim_observed_x_m,sim_observed_y_m,sim_observed_signed_distance_m,position_error_bound_m,gas_score_from_lab,gas_evidence,person_relation,Qg,Qp,person_zone_id,coverage_zone_id_assumption,same_zone,gas_age_s,joint_level,gas_level,person_level,known_lower_bound,unknown,paired_under_assumption,uncertainty_reason
002_Et_H_CO_H,S2_possible_overlap,96,UCI309_laboratory,simulation,0.30000000000000004,1.0,0.30000000000000004,1.0,-0.30000000000000004,0.0,79.36507936507937,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,97,UCI309_laboratory,simulation,0.4,1.0,0.4,1.0,-0.4,0.0,83.2996087953595,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,98,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,87.57138360537795,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,99,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,92.06798866855524,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,100,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,97.01425423805027,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,101,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,101.51085930122757,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,102,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,105.4453887315077,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,103,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,108.36818202257295,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,104,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,111.6282206933765,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,105,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,114.43859885786232,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,106,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,118.82278879446018,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,107,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,123.31939385763748,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,108,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,126.69184765502045,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,109,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,128.94015018660912,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,110,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,130.17671657898285,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,111,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,131.3008678447772,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,112,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,133.21192499662754,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,113,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,134.78573676873958,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,114,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,136.69679392058995,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,115,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,138.4954359458609,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,116,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,139.9568325913935,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,117,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,141.19339898376728,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,118,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,141.75547461666443,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,119,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,142.429965376141,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,120,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,144.34102252799136,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,121,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,147.26381581905662,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,122,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,149.73694860380414,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,123,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,150.97351499617787,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,124,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,151.4231755024956,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,125,UCI309_laboratory,simulation,0.5,1.0,0.5,1.0,-0.5,0.0,150.86109986959846,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,126,UCI309_laboratory,simulation,0.32499999999999996,1.0,0.32499999999999996,1.0,-0.32499999999999996,0.0,150.86109986959846,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,127,UCI309_laboratory,simulation,0.14999999999999997,1.0,0.14999999999999997,1.0,-0.14999999999999997,0.0,150.18660911012188,G2,P2,valid,valid,zone_A,zone_A,True,0,3.0,2.0,2.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,128,UCI309_laboratory,simulation,-0.025000000000000022,1.0,-0.025000000000000022,1.0,0.025000000000000022,0.0,149.6245334772247,G2,P1,valid,valid,zone_A,zone_A,True,0,3.0,2.0,1.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,129,UCI309_laboratory,simulation,-0.20000000000000007,1.0,-0.20000000000000007,1.0,0.20000000000000007,0.0,149.06245784432753,G2,P1,valid,valid,zone_A,zone_A,True,0,3.0,2.0,1.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,130,UCI309_laboratory,simulation,-0.375,1.0,-0.375,1.0,0.375,0.0,149.6245334772247,G2,P1,valid,valid,zone_A,zone_A,True,0,3.0,2.0,1.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,131,UCI309_laboratory,simulation,-0.55,1.0,-0.55,1.0,0.55,0.0,151.31076037591617,G2,P1,valid,valid,zone_A,zone_A,True,0,3.0,2.0,1.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,132,UCI309_laboratory,simulation,-0.7249999999999999,1.0,-0.7249999999999999,1.0,0.7249999999999999,0.0,155.1328746796169,G2,P1,valid,valid,zone_A,zone_A,True,0,3.0,2.0,1.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,133,UCI309_laboratory,simulation,-0.9000000000000001,1.0,-0.9000000000000001,1.0,0.9000000000000001,0.0,159.17981923647648,G2,P1,valid,valid,zone_A,zone_A,True,0,3.0,2.0,1.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,134,UCI309_laboratory,simulation,-1.075,1.0,-1.075,1.0,1.075,0.0,160.95035748010253,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,135,UCI309_laboratory,simulation,-1.25,1.0,-1.25,1.0,1.25,0.0,162.243131435766,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,136,UCI309_laboratory,simulation,-1.4250000000000003,1.0,-1.4250000000000003,1.0,1.4250000000000003,0.0,162.07450874589685,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,137,UCI309_laboratory,simulation,-1.6,1.0,-1.6,1.0,1.6,0.0,161.06277260668196,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,138,UCI309_laboratory,simulation,-1.775,1.0,-1.775,1.0,1.775,0.0,159.7137910877288,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,139,UCI309_laboratory,simulation,-1.9499999999999997,1.0,-1.9499999999999997,1.0,1.9499999999999997,0.0,158.92688520167275,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,140,UCI309_laboratory,simulation,-2.125,1.0,-2.125,1.0,2.125,0.0,158.1399793156167,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,141,UCI309_laboratory,simulation,-2.3000000000000003,1.0,-2.3000000000000003,1.0,2.3000000000000003,0.0,158.36480956877557,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,142,UCI309_laboratory,simulation,-2.475,1.0,-2.475,1.0,2.475,0.0,158.8144700750933,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,143,UCI309_laboratory,simulation,-2.65,1.0,-2.65,1.0,2.65,0.0,159.3765457079905,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,144,UCI309_laboratory,simulation,-2.8249999999999997,1.0,-2.8249999999999997,1.0,2.8249999999999997,0.0,159.8262062143082,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,145,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.26413058141105,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,146,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.92688520167275,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,147,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.9549889833176,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,148,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,157.9432528441027,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,149,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,157.49359233778497,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,150,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,156.59427132514952,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,151,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,157.38117721120554,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,152,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.40464948963535,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,153,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,162.41175412563516,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,154,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.42349026485005,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,155,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.47969782813976,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,156,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.03003732182202,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,157,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,161.09087638832682,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,158,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.39291335042043,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,159,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,156.03219569225234,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,160,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,153.67147803408426,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,161,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.9852511353928,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,162,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.0859301227573,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,163,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.73694860380414,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,164,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,147.71347632537436,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,165,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,145.69000404694455,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,166,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,144.34102252799136,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,167,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,143.44170151535593,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,168,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,143.10445613561762,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,169,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,143.55411664193534,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,170,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,144.22860740141192,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,171,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,145.57758892036514,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,172,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,146.81415531273888,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,173,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,147.26381581905662,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,174,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,148.05072170511266,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,175,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,148.3879670848509,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,176,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.51211835064527,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,177,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,150.63626961643956,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,178,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.87283600881335,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,179,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,153.33423265434595,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,180,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,154.4583839201403,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,181,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,153.55906290750482,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,182,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.19834524933674,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,183,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,150.18660911012188,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,184,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,148.61279733800978,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,185,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,148.05072170511266,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,186,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.06245784432753,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,187,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.4231755024956,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,188,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,153.89630828724313,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,189,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,156.03219569225234,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,190,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.39291335042043,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,191,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,162.1026125275417,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,192,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.36728270156033,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,193,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,164.88488691038268,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,194,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.3345474167004,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,195,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.3907549799901,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,196,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.3345474167004,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,197,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.3345474167004,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,198,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.6717927964387,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,199,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.3345474167004,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,200,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.22213229012095,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,201,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.22213229012095,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,202,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,164.66005665722378,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,203,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,164.15418858761637,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,204,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.3110751382706,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,205,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.3110751382706,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,206,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,163.53590539142948,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,207,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,164.32281127748553,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,208,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.22213229012095,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,209,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,166.68352893565358,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,210,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,166.009038176177,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S2_possible_overlap,211,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,165.10971716354152,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
