sample_id,sequence,frame_index,split,qc_double_label,rgb_timestamp_s,depth_timestamp_s,pair_offset_ms,rgb_zip_member,depth_zip_member,local_rgb_path
rgbd_bonn_person_tracking2:0380,rgbd_bonn_person_tracking2,380,held_out_similar_room,0,1548265932.23393,1548265932.24060,6.670,rgbd_bonn_person_tracking2/rgb/1548265932.23393.png,rgbd_bonn_person_tracking2/depth/1548265932.24060.png,frames/rgbd_bonn_person_tracking2/0380.png
rgbd_bonn_person_tracking2:0390,rgbd_bonn_person_tracking2,390,held_out_similar_room,0,1548265932.56903,1548265932.57428,5.250,rgbd_bonn_person_tracking2/rgb/1548265932.56903.png,rgbd_bonn_person_tracking2/depth/1548265932.57428.png,frames/rgbd_bonn_person_tracking2/0390.png
rgbd_bonn_person_tracking2:0400,rgbd_bonn_person_tracking2,400,held_out_similar_room,1,1548265932.90418,1548265932.90794,3.760,rgbd_bonn_person_tracking2/rgb/1548265932.90418.png,rgbd_bonn_person_tracking2/depth/1548265932.90794.png,frames/rgbd_bonn_person_tracking2/0400.png
rgbd_bonn_person_tracking2:0410,rgbd_bonn_person_tracking2,410,held_out_similar_room,0,1548265933.23936,1548265933.24166,2.300,rgbd_bonn_person_tracking2/rgb/1548265933.23936.png,rgbd_bonn_person_tracking2/depth/1548265933.24166.png,frames/rgbd_bonn_person_tracking2/0410.png
rgbd_bonn_person_tracking2:0420,rgbd_bonn_person_tracking2,420,held_out_similar_room,0,1548265933.57452,1548265933.57530,0.780,rgbd_bonn_person_tracking2/rgb/1548265933.57452.png,rgbd_bonn_person_tracking2/depth/1548265933.57530.png,frames/rgbd_bonn_person_tracking2/0420.png
rgbd_bonn_person_tracking2:0430,rgbd_bonn_person_tracking2,430,held_out_similar_room,0,1548265933.90987,1548265933.90900,0.870,rgbd_bonn_person_tracking2/rgb/1548265933.90987.png,rgbd_bonn_person_tracking2/depth/1548265933.90900.png,frames/rgbd_bonn_person_tracking2/0430.png
rgbd_bonn_person_tracking2:0440,rgbd_bonn_person_tracking2,440,held_out_similar_room,0,1548265934.24531,1548265934.24269,2.620,rgbd_bonn_person_tracking2/rgb/1548265934.24531.png,rgbd_bonn_person_tracking2/depth/1548265934.24269.png,frames/rgbd_bonn_person_tracking2/0440.png
rgbd_bonn_person_tracking2:0450,rgbd_bonn_person_tracking2,450,held_out_similar_room,1,1548265934.58050,1548265934.57641,4.090,rgbd_bonn_person_tracking2/rgb/1548265934.58050.png,rgbd_bonn_person_tracking2/depth/1548265934.57641.png,frames/rgbd_bonn_person_tracking2/0450.png
rgbd_bonn_person_tracking2:0460,rgbd_bonn_person_tracking2,460,held_out_similar_room,0,1548265934.91561,1548265934.91014,5.470,rgbd_bonn_person_tracking2/rgb/1548265934.91561.png,rgbd_bonn_person_tracking2/depth/1548265934.91014.png,frames/rgbd_bonn_person_tracking2/0460.png
rgbd_bonn_person_tracking2:0470,rgbd_bonn_person_tracking2,470,held_out_similar_room,0,1548265935.25091,1548265935.24378,7.130,rgbd_bonn_person_tracking2/rgb/1548265935.25091.png,rgbd_bonn_person_tracking2/depth/1548265935.24378.png,frames/rgbd_bonn_person_tracking2/0470.png
rgbd_bonn_person_tracking2:0480,rgbd_bonn_person_tracking2,480,held_out_similar_room,0,1548265935.58623,1548265935.57748,8.750,rgbd_bonn_person_tracking2/rgb/1548265935.58623.png,rgbd_bonn_person_tracking2/depth/1548265935.57748.png,frames/rgbd_bonn_person_tracking2/0480.png
rgbd_bonn_person_tracking2:0490,rgbd_bonn_person_tracking2,490,held_out_similar_room,0,1548265935.92097,1548265935.91113,9.840,rgbd_bonn_person_tracking2/rgb/1548265935.92097.png,rgbd_bonn_person_tracking2/depth/1548265935.91113.png,frames/rgbd_bonn_person_tracking2/0490.png
rgbd_bonn_person_tracking2:0500,rgbd_bonn_person_tracking2,500,held_out_similar_room,1,1548265936.25612,1548265936.24484,11.280,rgbd_bonn_person_tracking2/rgb/1548265936.25612.png,rgbd_bonn_person_tracking2/depth/1548265936.24484.png,frames/rgbd_bonn_person_tracking2/0500.png
rgbd_bonn_person_tracking2:0510,rgbd_bonn_person_tracking2,510,held_out_similar_room,0,1548265936.59130,1548265936.57853,12.770,rgbd_bonn_person_tracking2/rgb/1548265936.59130.png,rgbd_bonn_person_tracking2/depth/1548265936.57853.png,frames/rgbd_bonn_person_tracking2/0510.png
rgbd_bonn_person_tracking2:0520,rgbd_bonn_person_tracking2,520,held_out_similar_room,0,1548265936.92658,1548265936.91221,14.370,rgbd_bonn_person_tracking2/rgb/1548265936.92658.png,rgbd_bonn_person_tracking2/depth/1548265936.91221.png,frames/rgbd_bonn_person_tracking2/0520.png
rgbd_bonn_person_tracking2:0530,rgbd_bonn_person_tracking2,530,held_out_similar_room,0,1548265937.26173,1548265937.24591,15.820,rgbd_bonn_person_tracking2/rgb/1548265937.26173.png,rgbd_bonn_person_tracking2/depth/1548265937.24591.png,frames/rgbd_bonn_person_tracking2/0530.png
rgbd_bonn_person_tracking2:0540,rgbd_bonn_person_tracking2,540,held_out_similar_room,0,1548265937.59698,1548265937.61292,15.940,rgbd_bonn_person_tracking2/rgb/1548265937.59698.png,rgbd_bonn_person_tracking2/depth/1548265937.61292.png,frames/rgbd_bonn_person_tracking2/0540.png
rgbd_bonn_person_tracking2:0550,rgbd_bonn_person_tracking2,550,held_out_similar_room,1,1548265937.93200,1548265937.94658,14.580,rgbd_bonn_person_tracking2/rgb/1548265937.93200.png,rgbd_bonn_person_tracking2/depth/1548265937.94658.png,frames/rgbd_bonn_person_tracking2/0550.png
rgbd_bonn_person_tracking2:0560,rgbd_bonn_person_tracking2,560,held_out_similar_room,0,1548265938.26707,1548265938.28028,13.210,rgbd_bonn_person_tracking2/rgb/1548265938.26707.png,rgbd_bonn_person_tracking2/depth/1548265938.28028.png,frames/rgbd_bonn_person_tracking2/0560.png
