day,segment,source_kind,last_300_s_samples,co_reference_ppm,co_min_ppm,co_max_ppm,humidity_pct,temperature_c,heater_high_fraction,heater_high_n,heater_low_n,r1_high_mohm,r1_low_mohm,r8_high_mohm,r8_low_mohm
20161001_231809,83,UCI487_laboratory,974,13.33,13.33,13.33,27.49,26.46,0.2135523613963039,208,766,0.089,8.77735,0.1006,28.3556
20161001_231809,84,UCI487_laboratory,973,13.33,13.33,13.33,39.33,26.5,0.2158273381294964,210,763,0.0892,11.9863,0.10055,28.1511
20161001_231809,85,UCI487_laboratory,982,15.56,15.56,15.56,37.74,26.5,0.2158859470468432,212,770,0.08915000000000001,10.19295,0.0998,23.8281
20161001_231809,86,UCI487_laboratory,971,8.89,8.89,8.89,30.76,26.5,0.21524201853759012,209,762,0.0893,16.714100000000002,0.1032,40.0063
20161001_231809,87,UCI487_laboratory,975,6.67,6.67,6.67,45.61,26.5,0.2153846153846154,210,765,0.08954999999999999,15.4886,0.105,45.4846
20161001_231809,88,UCI487_laboratory,973,2.22,2.22,2.22,27.49,26.46,0.21685508735868447,211,762,0.0891,18.7621,0.1111,62.9816
20161001_231809,89,UCI487_laboratory,983,0.0,0.0,0.0,64.26,26.54,0.21668362156663276,213,770,0.0883,10.93515,0.1161,59.2824
20161001_231809,90,UCI487_laboratory,974,4.44,4.44,4.44,43.53,26.5,0.21971252566735114,214,760,0.08845,5.1315,0.1071,50.0315
20161001_231809,91,UCI487_laboratory,976,0.0,0.0,0.0,55.83,26.54,0.21721311475409835,212,764,0.08785000000000001,4.58385,0.1157,61.0769
20161001_231809,92,UCI487_laboratory,977,20.0,20.0,20.0,34.0,26.46,0.218014329580348,213,764,0.0887,2.7641,0.099,17.4364
20161001_231809,93,UCI487_laboratory,974,20.0,20.0,20.0,20.87,26.42,0.21560574948665298,210,764,0.08935,6.78655,0.0991,17.785200000000003
20161001_231809,94,UCI487_laboratory,971,20.0,20.0,20.0,21.99,26.42,0.21524201853759012,209,762,0.0906,22.594749999999998,0.0995,18.1953
20161001_231809,95,UCI487_laboratory,971,17.78,17.78,17.78,21.99,26.42,0.21627188465499486,210,761,0.0918,40.6776,0.1006,21.4895
20161001_231809,96,UCI487_laboratory,971,17.78,17.78,17.78,47.68,26.46,0.21627188465499486,210,761,0.09029999999999999,24.8607,0.1009,22.5706
20161001_231809,97,UCI487_laboratory,975,13.33,13.33,13.33,65.71,26.5,0.21435897435897436,209,766,0.0888,6.5616,0.1017,28.1511
20161001_231809,98,UCI487_laboratory,980,17.78,17.78,17.78,57.82,26.46,0.2153061224489796,211,769,0.0882,2.553,0.1,22.1794
20161001_231809,99,UCI487_laboratory,977,2.22,2.22,2.22,62.0991,26.4288,0.21494370522006143,210,767,0.0879,2.594,0.1102,53.0355
20161003_085624,0,UCI487_laboratory,975,20.0,15.56,20.0,39.31,26.34,0.21743589743589745,212,763,0.0891,2.3924,0.09815,16.6947
20161003_085624,1,UCI487_laboratory,978,15.56,15.56,20.0,37.71,26.26,0.2167689161554192,212,766,0.08885000000000001,3.9960999999999998,0.0992,22.7651
20161003_085624,2,UCI487_laboratory,976,20.0,4.44,20.0,56.79,26.26,0.21721311475409835,212,764,0.08875,3.233,0.0985,18.9677
20161003_085624,3,UCI487_laboratory,980,4.44,4.44,15.56,31.81,26.1,0.21428571428571427,210,770,0.0884,5.424849999999999,0.1057,46.42105
20161003_085624,4,UCI487_laboratory,975,15.56,6.67,15.56,50.71,26.14,0.21333333333333335,208,767,0.089,4.7499,0.0997,24.2777
20161003_085624,5,UCI487_laboratory,1008,6.67,2.22,6.67,30.19,26.1,0.2261904761904762,228,780,0.0892,7.56645,0.1041,41.2509
20161003_085624,6,UCI487_laboratory,971,2.22,2.22,11.11,49.1005,26.2241,0.22657054582904224,220,751,0.0887,10.6205,0.1091,55.988
20161003_085624,7,UCI487_laboratory,971,11.11,2.22,11.11,59.79,26.3,0.22966014418125644,223,748,0.0891,4.81155,0.102,33.1505
20161003_085624,8,UCI487_laboratory,972,2.22,2.22,13.33,62.26,26.34,0.2273662551440329,221,751,0.0883,3.4362,0.1088,51.0146
20161003_085624,9,UCI487_laboratory,984,13.33,4.44,13.33,52.2774,26.42,0.22764227642276422,224,760,0.0884,2.05495,0.10025,25.8081
20161003_085624,10,UCI487_laboratory,977,4.44,4.44,6.67,25.86,26.54,0.2262026612077789,221,756,0.0886,3.6968,0.1058,46.8407
20161003_085624,11,UCI487_laboratory,980,6.67,0.0,6.67,53.34,26.74,0.22755102040816327,223,757,0.0886,4.9269,0.1038,39.0413
20161003_085624,12,UCI487_laboratory,977,0.0,0.0,15.56,51.83,26.86,0.2262026612077789,221,756,0.0882,4.19365,0.1131,56.7773
20161003_085624,13,UCI487_laboratory,981,15.56,8.89,15.56,47.74,26.94,0.22833843017329256,224,757,0.0886,2.5601,0.0993,21.7335
20161003_085624,14,UCI487_laboratory,971,8.89,8.89,15.56,38.31,26.94,0.22657054582904224,220,751,0.08875,3.7696,0.102,35.3657
20161003_085624,15,UCI487_laboratory,971,15.56,13.33,15.56,49.281,26.98,0.2286302780638517,222,749,0.0888,3.4469,0.0993,23.253
20161003_085624,16,UCI487_laboratory,977,13.33,13.33,15.56,32.96,26.94,0.2262026612077789,221,756,0.0887,4.5599,0.1001,26.4311
20161003_085624,17,UCI487_laboratory,976,15.56,8.89,15.56,58.91,27.02,0.22848360655737704,223,753,0.0891,3.9577,0.0996,24.4313
20161003_085624,18,UCI487_laboratory,980,8.89,8.89,11.11,32.42,26.94,0.22551020408163266,221,759,0.0887,4.4562,0.1022,35.2224
20161003_085624,19,UCI487_laboratory,969,11.11,0.0,11.11,48.77,26.98,0.22703818369453044,220,749,0.08885000000000001,5.1896,0.1011,31.5548
20161003_085624,20,UCI487_laboratory,976,0.0,0.0,15.56,52.388,27.02,0.22848360655737704,223,753,0.0884,5.0898,0.113,58.4235
20161003_085624,21,UCI487_laboratory,981,15.56,15.56,17.78,42.02,27.02,0.2252803261977574,221,760,0.0889,3.0281000000000002,0.0993,22.2086
20161003_085624,22,UCI487_laboratory,978,17.78,11.11,17.78,47.75,27.02,0.22392638036809817,219,759,0.0888,3.012,0.0986,19.8145
20161003_085624,23,UCI487_laboratory,971,11.11,0.0,11.11,67.76,27.1,0.22451081359423275,218,753,0.08825,2.3659,0.1004,28.1511
20161003_085624,24,UCI487_laboratory,981,0.0,0.0,11.11,54.92,27.18,0.2273190621814475,223,758,0.0879,2.1858,0.1123,52.3446
20161003_085624,25,UCI487_laboratory,975,11.11,11.11,13.33,58.46,27.34,0.22666666666666666,221,754,0.0882,1.5586,0.1007,28.987
20161003_085624,26,UCI487_laboratory,983,13.33,13.33,15.56,27.56,27.26,0.2278738555442523,224,759,0.08865,1.8376,0.0999,25.3028
20161003_085624,27,UCI487_laboratory,971,15.56,15.56,17.78,43.63,27.34,0.22451081359423275,218,753,0.08875,2.8067,0.0989,22.3084
20161003_085624,28,UCI487_laboratory,973,17.78,2.22,17.78,67.33,27.42,0.22816032887975335,222,751,0.0884,1.9988,0.0979,18.1079
20161003_085624,29,UCI487_laboratory,970,2.22,2.22,2.22,38.88,27.34,0.2268041237113402,220,750,0.0879,2.5770999999999997,0.1075,50.3742
20161003_085624,30,UCI487_laboratory,972,2.22,2.22,8.89,49.85,27.34,0.2242798353909465,218,754,0.0879,3.0077,0.1076,49.1397
20161003_085624,31,UCI487_laboratory,977,8.89,8.89,8.89,35.15,27.3,0.22722620266120777,222,755,0.08845,3.2528,0.1018,33.5613
20161003_085624,32,UCI487_laboratory,976,8.89,0.0,8.89,66.84,27.42,0.22848360655737704,223,753,0.0884,2.7132,0.1013,30.5716
20161003_085624,33,UCI487_laboratory,976,0.0,0.0,17.78,27.56,27.26,0.22950819672131148,224,752,0.08825,3.59685,0.1128,58.8889
20161003_085624,34,UCI487_laboratory,973,17.78,4.44,17.78,30.29,27.3,0.2302158273381295,224,749,0.08954999999999999,5.4682,0.0986,19.7117
20161003_085624,35,UCI487_laboratory,982,4.44,4.44,11.11,44.15,27.34,0.22708757637474541,223,759,0.0889,9.8419,0.1051,44.2479
20161003_085624,36,UCI487_laboratory,971,11.11,11.11,11.11,50.87,27.34,0.2286302780638517,222,749,0.08925,5.2368,0.101,31.0556
20161003_085624,37,UCI487_laboratory,979,11.11,11.11,17.78,23.15,27.3,0.2257405515832482,221,758,0.0893,7.9247,0.1013,31.3033
20161003_085624,38,UCI487_laboratory,974,17.78,4.44,17.78,64.4,27.42,0.2299794661190965,224,750,0.08925,4.65215,0.09855,19.2126
20161003_085624,39,UCI487_laboratory,971,4.44,4.44,13.33,55.3271,27.34,0.2255406797116375,219,752,0.0883,3.1797500000000003,0.1055,45.1116
20161003_085624,40,UCI487_laboratory,982,13.33,13.33,17.78,59.95,27.34,0.22810590631364563,224,758,0.0881,1.9602499999999998,0.1002,26.5131
20161003_085624,41,UCI487_laboratory,971,17.78,11.11,17.78,27.01,27.22,0.2286302780638517,222,749,0.08845,2.1422,0.0987,20.0712
20161003_085624,42,UCI487_laboratory,971,11.11,2.22,11.11,19.8,27.18,0.2286302780638517,222,749,0.0896,8.5096,0.1011,32.3335
20161003_085624,43,UCI487_laboratory,975,2.22,2.22,13.33,16.43,27.14,0.2276923076923077,222,753,0.0914,39.3933,0.1095,60.1664
20161003_085624,44,UCI487_laboratory,977,13.33,2.22,13.33,31.36,27.1439,0.22722620266120777,222,755,0.09140000000000001,40.8879,0.1012,28.3556
20161003_085624,45,UCI487_laboratory,976,2.22,2.22,15.56,41.5,27.14,0.22848360655737704,223,753,0.0901,30.3051,0.1106,60.6597
20161003_085624,46,UCI487_laboratory,973,15.56,11.11,15.56,18.68,27.0325,0.22816032887975335,222,751,0.091,29.0583,0.10125,24.744
20161003_085624,47,UCI487_laboratory,976,11.11,11.11,20.0,50.33,27.1,0.22745901639344263,222,754,0.09015000000000001,22.752850000000002,0.1033,35.8615
20161003_085624,48,UCI487_laboratory,976,20.0,20.0,20.0,55.91,27.06,0.22643442622950818,221,755,0.0893,5.3821,0.0998,19.1156
20161003_085624,49,UCI487_laboratory,972,20.0,2.22,20.0,42.01,26.94,0.2273662551440329,221,751,0.0892,3.4776,0.0992,17.0756
20161003_085624,50,UCI487_laboratory,980,2.22,2.22,20.0,51.84,26.98,0.22857142857142856,224,756,0.08875,5.75295,0.1101,55.6363
20161003_085624,51,UCI487_laboratory,972,20.0,6.67,20.0,44.62,26.94,0.22633744855967078,220,752,0.0891,2.8478000000000003,0.099,17.5177
20161003_085624,52,UCI487_laboratory,975,6.67,6.67,17.78,46.7,26.9,0.22666666666666666,221,754,0.0887,4.5128,0.1043,43.2879
20161003_085624,53,UCI487_laboratory,979,17.78,17.78,17.78,67.24,26.94,0.22880490296220635,224,755,0.08875,2.1762,0.0989,19.6099
20161003_085624,54,UCI487_laboratory,980,17.78,0.0,17.78,44.61,26.82,0.22857142857142856,224,756,0.0887,1.7926,0.0989,19.9659
20161003_085624,55,UCI487_laboratory,983,0.0,0.0,13.33,68.68,26.86,0.2278738555442523,224,759,0.0881,2.3035,0.1128,50.0315
20161003_085624,56,UCI487_laboratory,974,13.33,6.67,13.33,72.51,26.86,0.22792607802874743,222,752,0.0881,1.2863,0.0996,24.16045
20161003_085624,57,UCI487_laboratory,972,6.67,6.67,20.0,56.87,26.78,0.2273662551440329,221,751,0.0876,1.3246,0.1031,37.3695
20161003_085624,58,UCI487_laboratory,971,20.0,0.0,20.0,51.3,26.74,0.22657054582904224,220,751,0.088,1.0238,0.09784999999999999,17.3121
20161003_085624,59,UCI487_laboratory,974,0.0,0.0,8.89,60.85,26.74,0.22792607802874743,222,752,0.08765,1.5755,0.1116,51.6712
20161003_085624,60,UCI487_laboratory,981,8.89,4.44,8.89,28.6,26.62,0.2273190621814475,223,758,0.0883,1.60805,0.1018,33.8494
20161003_085624,61,UCI487_laboratory,981,4.44,4.44,13.33,32.93,26.5839,0.2273190621814475,223,758,0.0882,3.3354999999999997,0.105,43.2879
20161003_085624,62,UCI487_laboratory,971,13.33,2.22,13.33,59.35,26.66,0.22760041194644695,221,750,0.0891,2.9981,0.1001,27.8405
20161003_085624,63,UCI487_laboratory,974,2.22,2.22,20.0,26.41,26.58,0.2268993839835729,221,753,0.0886,5.025,0.1083,54.073
20161003_085624,64,UCI487_laboratory,975,20.0,6.67,20.0,46.14,26.62,0.23076923076923078,225,750,0.0896,4.477449999999999,0.0981,17.7661
20161003_085624,65,UCI487_laboratory,974,6.67,6.67,15.56,59.84,26.66,0.22587268993839835,220,754,0.0886,4.59265,0.1036,39.8241
20161003_085624,66,UCI487_laboratory,977,15.56,4.44,15.56,62.31,26.62,0.2262026612077789,221,756,0.0888,2.1515,0.0996,24.2777
20161003_085624,67,UCI487_laboratory,974,4.44,0.0,4.44,27.5,26.5,0.22895277207392198,223,751,0.0887,3.3552,0.1056,46.8407
20161003_085624,68,UCI487_laboratory,972,0.0,0.0,8.89,52.29,26.54,0.23045267489711935,224,748,0.0883,5.11675,0.1131,58.8889
20161003_085624,69,UCI487_laboratory,980,8.89,6.67,8.89,45.61,26.5,0.22959183673469388,225,755,0.0887,4.0015,0.1022,34.6052
20161003_085624,70,UCI487_laboratory,980,6.67,6.67,6.67,61.31,26.54,0.22857142857142856,224,756,0.0884,3.37235,0.1037,38.6611
20161003_085624,71,UCI487_laboratory,981,6.67,4.44,6.67,48.71,26.46,0.22629969418960244,222,759,0.0884,2.6741,0.1035,38.2881
20161003_085624,72,UCI487_laboratory,979,4.44,4.44,8.89,32.92,26.42,0.22778345250255363,223,756,0.0888,3.89135,0.1057,45.4846
20161003_085624,73,UCI487_laboratory,974,8.89,0.0,8.89,51.77,26.46,0.2268993839835729,221,753,0.0886,4.3907,0.1023,35.685
20161003_085624,74,UCI487_laboratory,971,0.0,0.0,4.44,69.1,26.54,0.22966014418125644,223,748,0.0883,3.28245,0.1126,54.073
20161003_085624,75,UCI487_laboratory,982,4.44,4.44,8.89,39.32,26.46,0.22912423625254583,225,757,0.0878,2.7072,0.1055,43.2879
20161003_085624,76,UCI487_laboratory,972,8.89,8.89,11.11,50.76,26.5,0.2273662551440329,221,751,0.0886,2.7453,0.1022,34.7436
20161003_085624,77,UCI487_laboratory,977,11.11,6.67,11.11,33.99,26.4551,0.2292732855680655,224,753,0.0886,3.4668,0.101,30.6803
20161003_085624,78,UCI487_laboratory,973,6.67,4.44,6.67,36.1376,26.4503,0.22918807810894143,223,750,0.0891,6.775600000000001,0.1036,41.4854
20161003_085624,79,UCI487_laboratory,983,4.44,4.44,11.11,30.7596,26.4049,0.2268565615462869,223,760,0.0893,12.3803,0.1058,47.0913
20161003_085624,80,UCI487_laboratory,971,11.11,6.67,11.11,65.71,26.5,0.22657054582904224,220,751,0.08895,6.2382,0.101,30.4421
20161003_085624,81,UCI487_laboratory,973,6.67,6.67,8.89,50.75,26.46,0.2261048304213772,220,753,0.0889,3.7645,0.1038,40.8277
20161003_085624,82,UCI487_laboratory,977,8.89,8.89,13.33,30.75,26.38,0.22824974411463664,223,754,0.0886,4.8864,0.1026,37.0203
20161003_085624,83,UCI487_laboratory,971,13.33,13.33,13.33,27.49,26.38,0.22760041194644695,221,750,0.0899,10.0191,0.1006,28.987
20161003_085624,84,UCI487_laboratory,976,13.33,13.33,15.56,39.31,26.38,0.22848360655737704,223,753,0.09,13.6468,0.1006,28.2437
20161003_085624,85,UCI487_laboratory,970,15.56,8.89,15.56,37.299099999999996,26.34,0.2288659793814433,222,748,0.09,12.3124,0.1001,24.9763
20161003_085624,86,UCI487_laboratory,973,8.89,6.67,8.89,30.75,26.3,0.22816032887975335,222,751,0.09,18.932,0.1032,40.4129
20161003_085624,87,UCI487_laboratory,972,6.67,2.22,6.67,45.59,26.34,0.2273662551440329,221,751,0.0895,17.5861,0.1048,46.5435
20161003_085624,88,UCI487_laboratory,970,2.22,0.0,2.22,27.48,26.3,0.22783505154639175,221,749,0.0893,21.5074,0.1111,65.0072
20161003_085624,89,UCI487_laboratory,971,0.0,0.0,4.44,64.73,26.38,0.2255406797116375,219,752,0.0883,12.254000000000001,0.1159,65.0072
20161003_085624,90,UCI487_laboratory,972,4.44,0.0,4.44,44.03,26.3,0.2294238683127572,223,749,0.0887,5.9226,0.1071,51.6712
20161003_085624,91,UCI487_laboratory,975,0.0,0.0,20.0,55.8,26.3,0.22974358974358974,224,751,0.0884,5.2935,0.1157,62.5385
20161003_085624,92,UCI487_laboratory,971,20.0,20.0,20.0,33.98,26.26,0.23171987641606592,225,746,0.0892,3.25285,0.0991,17.9354
20161003_085624,93,UCI487_laboratory,973,20.0,20.0,20.0,20.86,26.2299,0.23227132579650564,226,747,0.08995,8.4501,0.09925,18.0605
20161003_085624,94,UCI487_laboratory,976,20.0,17.78,20.0,21.98,26.26,0.22950819672131148,224,752,0.09085,24.78125,0.0997,18.1714
20161003_085624,95,UCI487_laboratory,984,17.78,17.78,17.78,21.98,26.3,0.2266260162601626,223,761,0.0923,42.9193,0.1006,21.2507
20161003_085624,96,UCI487_laboratory,972,17.78,13.33,17.78,47.15,26.38,0.22839506172839505,222,750,0.0906,26.632350000000002,0.101,22.7651
20161003_085624,97,UCI487_laboratory,974,13.33,13.33,17.78,64.16,25.98,0.23203285420944558,226,748,0.08954999999999999,8.8247,0.1018,29.363100000000003
20161003_085624,98,UCI487_laboratory,983,17.78,2.22,17.78,57.68,25.58,0.2288911495422177,225,758,0.0891,3.6523,0.1005,22.9753
20161003_085624,99,UCI487_laboratory,972,2.22,0.0,2.22,61.62,25.42,0.22839506172839505,222,750,0.08815,3.7925,0.1109,58.0412
20161004_104124,0,UCI487_laboratory,982,20.0,15.56,20.0,40.25,25.3,0.22912423625254583,225,757,0.0889,2.2926,0.0989,17.8504
20161004_104124,1,UCI487_laboratory,970,15.56,15.56,20.0,38.16,25.46,0.22783505154639175,221,749,0.0893,3.8644,0.1,25.3028
20161004_104124,2,UCI487_laboratory,975,20.0,4.44,20.0,58.6899,25.62,0.23076923076923078,225,750,0.0891,3.60215,0.099,20.7572
20161004_104124,3,UCI487_laboratory,976,4.44,4.44,15.56,31.77,25.58,0.22950819672131148,224,752,0.08865,5.77545,0.1065,51.0146
20161004_104124,4,UCI487_laboratory,980,15.56,6.67,15.56,51.15,25.58,0.23265306122448978,228,752,0.08910000000000001,5.3932,0.1001,25.9809
20161004_104124,5,UCI487_laboratory,981,6.67,2.22,6.67,30.14,25.5,0.2273190621814475,223,758,0.0891,8.352599999999999,0.1047,44.9727
20161004_104124,6,UCI487_laboratory,979,2.22,2.22,11.11,49.61,25.5,0.23084780388151174,226,753,0.0892,11.9863,0.1101,57.2171
20161004_104124,7,UCI487_laboratory,981,11.11,2.22,11.11,59.67,25.54,0.22935779816513763,225,756,0.0893,5.7005,0.1023,34.4405
20161004_104124,8,UCI487_laboratory,972,2.22,2.22,13.33,62.13,25.5,0.2294238683127572,223,749,0.0884,4.0971,0.11,55.22
20161004_104124,9,UCI487_laboratory,981,13.33,4.44,13.33,51.63,25.42,0.23139653414882771,227,754,0.0888,2.5574,0.1007,28.1511
20161004_104124,10,UCI487_laboratory,983,4.44,4.44,6.67,26.32,25.34,0.2299084435401831,226,757,0.08875,4.7104,0.1067,49.1397
20161004_104124,11,UCI487_laboratory,975,6.67,0.0,6.67,51.62,25.34,0.22974358974358974,224,751,0.0891,7.128,0.1046,44.2479
20161004_104124,12,UCI487_laboratory,973,0.0,0.0,15.56,50.59,25.22,0.22713257965056527,221,752,0.0884,6.8633500000000005,0.1151,64.5356
20161004_104124,13,UCI487_laboratory,982,15.56,8.89,15.56,46.48,25.14,0.22708757637474541,223,759,0.0891,4.0939,0.1001,24.5017
20161004_104124,14,UCI487_laboratory,970,8.89,8.89,15.56,37.59,25.06,0.22783505154639175,221,749,0.0891,6.635,0.1031,40.2271
20161004_104124,15,UCI487_laboratory,971,15.56,13.33,15.56,48.01,25.06,0.23171987641606592,225,746,0.0895,6.44635,0.1002,26.2525
20161004_104124,16,UCI487_laboratory,981,13.33,13.33,15.56,32.79,25.02,0.23343527013251783,229,752,0.0896,8.7031,0.1011,29.6461
20161004_104124,17,UCI487_laboratory,975,15.56,8.89,15.56,57.62,25.14,0.23282051282051283,227,748,0.0897,7.6024,0.1006,28.2437
20161004_104124,18,UCI487_laboratory,973,8.89,8.89,11.11,32.26,25.1,0.22816032887975335,222,751,0.08940000000000001,8.2007,0.1033,41.0575
20161004_104124,19,UCI487_laboratory,978,11.11,0.0,11.11,48.03,25.18,0.2310838445807771,226,752,0.0896,9.7908,0.1021,34.9112
20161004_104124,20,UCI487_laboratory,975,0.0,0.0,15.56,51.6,25.18,0.22974358974358974,224,751,0.0887,9.0707,0.1153,65.5821
20161004_104124,21,UCI487_laboratory,971,15.56,15.56,17.78,41.29,25.18,0.23069001029866118,224,747,0.0892,5.5292,0.1002,25.3028
20161004_104124,22,UCI487_laboratory,972,17.78,11.11,17.78,48.03,25.18,0.23148148148148148,225,747,0.0895,5.3463,0.0995,22.4388
20161004_104124,23,UCI487_laboratory,972,11.11,0.0,11.11,66.94,25.22,0.23045267489711935,224,748,0.0888,4.2473,0.1015,32.4548
20161004_104124,24,UCI487_laboratory,982,0.0,0.0,11.11,54.63,25.18,0.22912423625254583,225,757,0.088,3.7824,0.1147,60.1664
20161004_104124,25,UCI487_laboratory,973,11.11,11.11,13.33,58.13,25.18,0.22713257965056527,221,752,0.0884,2.65115,0.1017,33.8494
20161004_104124,26,UCI487_laboratory,976,13.33,13.33,15.56,27.39,25.06,0.22950819672131148,224,752,0.0893,2.9875499999999997,0.1008,29.036
20161004_104124,27,UCI487_laboratory,974,15.56,15.56,17.78,43.37,25.1,0.23100616016427106,225,749,0.0893,5.0861,0.0998,25.3028
20161004_104124,28,UCI487_laboratory,979,17.78,2.22,17.78,66.45,25.14,0.23186925434116445,227,752,0.0889,3.6637500000000003,0.0989,20.788
20161004_104124,29,UCI487_laboratory,974,2.22,2.22,2.22,38.65,25.1,0.2299794661190965,224,750,0.08875,4.80555,0.1093,57.2171
20161004_104124,30,UCI487_laboratory,970,2.22,2.22,8.89,49.56,25.14,0.2309278350515464,224,746,0.08835000000000001,5.8943,0.1096,58.0412
20161004_104124,31,UCI487_laboratory,975,8.89,8.89,8.89,34.93,25.02,0.23076923076923078,225,750,0.0893,6.226649999999999,0.1031,39.6076
20161004_104124,32,UCI487_laboratory,973,8.89,4.3383,8.89,66.44,25.1,0.22816032887975335,222,751,0.08875,5.4732,0.1026,36.8637
20161004_104124,33,UCI487_laboratory,974,0.0,0.0,12.7305,28.47,24.94,0.22895277207392198,223,751,0.0889,6.8121,0.1156,67.7787
20161004_104124,34,UCI487_laboratory,970,17.78,10.1095,17.78,30.62,24.86,0.22989690721649483,223,747,0.0899,9.3812,0.0996,22.2378
20161004_104124,35,UCI487_laboratory,982,4.44,4.44,9.3825,43.33,24.78,0.22708757637474541,223,759,0.0896,18.2541,0.1068,51.6712
20161004_104124,36,UCI487_laboratory,979,11.11,11.11,11.11,50.01,24.66,0.22982635342185903,225,754,0.0896,11.486799999999999,0.1023,35.5392
20161004_104124,37,UCI487_laboratory,972,11.11,11.11,15.4522,22.97,24.5,0.23148148148148148,225,747,0.0899,15.7322,0.1027,36.8637
20161004_104124,38,UCI487_laboratory,975,17.78,7.5482,17.78,62.45,24.5,0.22974358974358974,224,751,0.08979999999999999,11.0534,0.0998,22.1794
20161004_104124,39,UCI487_laboratory,973,4.44,4.44,10.823,54.01,24.38,0.22816032887975335,222,751,0.08885000000000001,8.5699,0.1075,54.073
20161004_104124,40,UCI487_laboratory,980,13.33,13.33,16.4005,58.49,24.3,0.23061224489795917,226,754,0.0892,4.8881,0.10175000000000001,31.9278
20161004_104124,41,UCI487_laboratory,983,17.78,14.0715,17.78,27.32,24.14,0.23092573753814852,227,756,0.0891,5.101,0.1001,22.3674
20161004_104124,42,UCI487_laboratory,983,11.11,5.0115,11.11,20.73,24.02,0.2299084435401831,226,757,0.0902,18.1358,0.10275000000000001,36.6774
20161004_104124,43,UCI487_laboratory,970,2.22,2.22,7.8417,17.39,23.90595,0.2288659793814433,222,748,0.0926,52.4949,0.112,70.6812
20161004_104124,44,UCI487_laboratory,978,13.33,5.0197,13.33,30.54,23.86,0.23006134969325154,225,753,0.0933,55.5307,0.1027,32.0699
20161004_104124,45,UCI487_laboratory,982,2.22,2.22,2.22,40.61,23.78,0.23116089613034624,227,755,0.0922,50.9873,0.1133,68.2983
20161004_104124,46,UCI487_laboratory,976,15.56,15.56,15.56,19.04,23.66,0.22950819672131148,224,752,0.09215,46.1185,0.1027,27.4483
20161004_104124,47,UCI487_laboratory,975,11.11,11.11,11.11,48.86,23.66,0.23282051282051283,227,748,0.0917,45.0302,0.1051,41.0575
20161004_104124,48,UCI487_laboratory,977,20.0,20.0,20.0,53.91,23.66,0.23132036847492324,226,751,0.0905,16.9241,0.1015,21.5445
20161004_104124,49,UCI487_laboratory,971,20.0,20.0,20.0,41.11,23.54,0.23069001029866118,224,747,0.08990000000000001,11.4696,0.1007,18.8731
20161004_104124,50,UCI487_laboratory,972,2.22,2.22,2.22,49.85,23.46,0.23148148148148148,225,747,0.0895,17.8534,0.113,70.1254
20161004_104124,51,UCI487_laboratory,974,20.0,20.0,20.0,43.17,23.34,0.23100616016427106,225,749,0.0902,9.2068,0.1005,19.4093
20161004_104124,52,UCI487_laboratory,976,6.67,6.67,6.67,45.74,23.3,0.2305327868852459,225,751,0.0896,14.7436,0.1067,51.9752
20161004_104124,53,UCI487_laboratory,971,17.78,17.78,17.78,65.16,23.3,0.2286302780638517,222,749,0.08979999999999999,7.0845,0.1006,23.253
20161004_104124,54,UCI487_laboratory,982,17.78,17.78,17.78,43.67,23.18,0.23014256619144602,226,756,0.0893,5.3194,0.1006,22.7651
20161004_104124,55,UCI487_laboratory,980,0.0,0.0,0.0,66.59,23.18,0.22959183673469388,225,755,0.0882,7.8322,0.1167,65.5821
20161004_104124,56,UCI487_laboratory,972,13.33,13.33,13.33,70.38,23.1,0.23353909465020575,227,745,0.0893,3.619,0.1015,30.6803
20161004_104124,57,UCI487_laboratory,977,6.67,6.67,6.67,55.32,23.02,0.23132036847492324,226,751,0.08865,3.6713,0.10555,46.8407
20161004_104124,58,UCI487_laboratory,975,20.0,20.0,20.0,49.7803,22.94,0.2317948717948718,226,749,0.0893,2.5227,0.09955,20.2362
20161004_104124,59,UCI487_laboratory,971,0.0,0.0,0.0,58.77,22.9,0.2286302780638517,222,749,0.0885,4.5939,0.1158,67.7787
20161004_104124,60,UCI487_laboratory,977,8.89,8.89,8.89,28.3,22.78,0.23132036847492324,226,751,0.0893,4.8463,0.104,42.823
20161004_104124,61,UCI487_laboratory,984,4.44,4.44,4.44,32.58,22.7,0.22764227642276422,224,760,0.08935,10.865400000000001,0.1077,54.4724
20161004_104124,62,UCI487_laboratory,982,13.33,13.33,13.33,57.26,22.723300000000002,0.22912423625254583,225,757,0.0893,10.3454,0.102,34.3044
20161004_104124,63,UCI487_laboratory,975,2.22,2.22,2.22,26.11,22.58,0.23076923076923078,225,750,0.0896,16.5991,0.1118,66.6625
20161004_104124,64,UCI487_laboratory,971,20.0,20.0,20.0,45.14,22.58,0.22966014418125644,223,748,0.0901,14.5519,0.0998,21.04325
20161004_104124,65,UCI487_laboratory,984,6.67,6.67,6.67,58.22,22.54,0.23170731707317074,228,756,0.08945,16.423450000000003,0.1062,49.415
20161004_104124,66,UCI487_laboratory,977,15.56,15.56,15.56,60.67,22.5,0.23029682702149437,225,752,0.0899,8.07205,0.1015,30.62595
20161004_104124,67,UCI487_laboratory,980,4.44,4.44,4.44,28.26,22.38,0.22755102040816327,223,757,0.0892,11.4168,0.1085,57.2171
